Date,Year,Quarter,FY,QFY,Month,REV_GRA_14,REV_TAX_14,REV_TAX_IT_14,REV_TAX_IT_IND_14,REV_TAX_IT_COR_14,REV_TAX_IT_UA_14,REV_TAX_GS_14,REV_TAX_GS_GEN_14,REV_TAX_GS_VAT_14,REV_TAX_GS_VAT_REF_14,REV_TAX_GS_EXD_14,REV_TAX_GS_SS_14,REV_TAX_GS_UG_14,REV_TAX_INL_14,REV_TAX_INL_ID_14,REV_TAX_INL_EX_14,REV_TAX_INL_EX_PEMM_14,REV_TAX_OTH_14,GRA_14,GRA_BUD_14,GRA_PRO_14,GRA_GOV_14,REV_OTH_14,REV_OTH_PI_14,REV_OTH_PI_I_14,REV_OTH_PI_DIV_14,REV_OTH_PI_R_14,REV_OTH_GS_14,REV_OTH_GS_MKT_14,REV_OTH_GS_FEE_14,REV_OTH_GS_NMKT_14,REV_OTH_FEE_14,REV_OTH_VT_14,REV_OTH_OTH_14
2021-06-01,2021,Q2,2020/21,Q4,June,2356.99790403584,2101.79337985983,1122.09991346383,364.927336274,688.752642476829,68.419934713,818.791272519302,437.047612917107,501.568895098107,-64.521282181,374.113605919196,1.152454573,6.47759911,155.124330772698,154.878005969698,0.246324803,,5.777863104,153.11046240284,21.928793325019,131.181669077821,,102.094061773167,0.697118062,0.0,0.0,0.697118062,29.5647114141667,0,29.5647114141667,0.0,0.483753892,0.0,71.348478405
2021-07-01,2021,Q3,2021/22,Q1,July,1622.00736303536,1344.385830434,438.766630247,224.151287348,216.421753838,-1.806410939,753.672235772256,458.233743888159,478.939442642159,-20.705698754,278.293090355097,10.778927365,6.366474164,146.299677446744,145.755514546744,0.5441629,,5.647286968,235.400509402362,8.95235531317143,226.44815408919,,42.221023199,2.208581588,0.0,0.0,2.208581588,31.683113948,0,31.683113948,0.0,0.351386787,0.0,7.977940876
2021-08-01,2021,Q3,2021/22,Q1,August,1763.19743041474,1460.757592274,439.394775889,264.827768279,171.876114254,2.690893356,854.32768971922,475.930580890751,495.780721850751,-19.85014096,370.71092505747,1.337330674,6.348853097,158.78125420878,157.55365818278,1.227596026,,8.253872457,222.336057653739,0.483998086,221.852059567739,,80.103780487,0.531465287,0.0,0.0,0.531465287,71.577102608,0,71.577102608,0.0,0.669063498,0.0,7.32614909400002
2021-09-01,2021,Q3,2021/22,Q1,September,1720.14114357701,1450.385690744,455.058030797,277.077453354,168.298168316,9.682409127,819.035730654414,450.913948878443,472.295707570443,-21.381758692,360.402551108971,1.635804586,6.083426081,164.864423792586,163.839646289586,1.024777503,,11.4275055,152.590367741011,0.563114706,152.027253035011,,117.165085092,0.593175508,0.0,0.0,0.593175508,67.869292583,0,67.869292583,0.0,1.408835105,0.0,47.293781896
2021-10-01,2021,Q4,2021/22,Q2,October,1583.58615569255,1468.280910564,421.395815269,260.284563326,157.90875466,3.202497283,874.858583100846,481.995690101008,498.122136510008,-16.126446409,386.105456528838,0.738167247,6.019269224,162.915011625154,162.015049088154,0.899962537,,9.111500569,29.180266693548,0.583919575,28.596347118548,,86.124978435,0.317893724,0.0,0.0,0.317893724,64.246643001,0,64.246643001,0.0,1.172347588,0.0,20.388094122
2021-11-01,2021,Q4,2021/22,Q2,November,1820.72073932174,1579.815156117,465.494864553,302.14341736,160.77684983,2.574597363,918.485580616081,505.430628161279,534.511784775279,-29.081156614,402.010559422802,4.602282757,6.442110275,187.349939758919,186.213870733919,1.136069025,,8.484771189,87.1537316787358,50.1068672431842,37.0468644355516,,153.751851526,1.473763436,0.0,0.0,1.473763436,70.55868319,0,70.55868319,0.0,1.296668624,0.0,80.422736276
2021-12-01,2021,Q4,2021/22,Q2,December,2671.04477012579,2354.895484258,1131.790459199,312.383688915,807.673140606,11.733629678,999.322420695729,575.30743601827,610.86803824827,-35.56060223,411.943090795459,5.749077211,6.322816671,214.778949191271,213.700044459271,1.078904732,,9.003655172,201.526231661787,42.7524446746684,158.773786987118,,114.623054206,0.833474129,0.0,0.0,0.833474129,74.574296472,0,74.574296472,0.0,1.092221028,0.0,38.123062577
2022-01-01,2022,Q1,2021/22,Q3,January,1838.65073259782,1688.352816809,521.756838379,293.506908112,224.752761931,3.497168336,999.585152166853,563.589615714315,585.022672571315,-21.433056857,425.441859286538,4.321731321,6.231945845,152.096789670147,151.454332994147,0.642456676,,14.914036593,6.85034791481546,0.64583813,6.20450978481546,,143.447567874,1.47347502,0.0,0.0,1.47347502,63.713367814,0,63.713367814,0.0,0.734372738,0.0,77.526352302
2022-02-01,2022,Q1,2021/22,Q3,February,1689.69242677749,1548.520802679,421.975841915,291.451405664,126.527012324,3.997423927,933.552534690374,538.045921743157,559.715223791157,-21.669302048,384.087689970217,4.495847238,6.923075739,184.154204509626,183.200731487626,0.953473022,,8.838221564,30.2088854024921,1.130634035,29.0782513674921,,110.962738696,0.684272449,0.0,0.0,0.684272449,62.23609006,0,62.23609006,0.0,1.037365163,0.0,47.005011024
2022-03-01,2022,Q1,2021/22,Q3,March,1959.96011228534,1681.893936908,572.697309707,316.958849817,245.089350476,10.649109414,906.324466490875,486.22139389477,574.28162305877,-88.060229164,407.157813646105,5.653685171,7.291573779,193.834020338125,192.979844055125,0.854176283,,9.038140372,113.02650664734,1.053703336,111.97280331134,,165.03966873,0.524427617,0.0,0.0,0.524427617,75.008551367,0,75.008551367,0.0,1.261785605,0.0,88.244904141
2022-04-01,2022,Q2,2021/22,Q4,April,1847.98354048187,1670.97823218196,513.111403242,313.34127102,195.027026271,4.743105951,973.049094125294,540.679823687476,554.755175242476,-14.075351555,421.069838820819,5.023869368,6.275562249,176.761499239664,175.667612759664,1.09388648,,8.056235575,51.4771527179075,0.487206265,50.9899464529075,,125.528155582,0.503743434,0.0,0.0,0.503743434,62.926978489,0,62.926978489,0.0,0.926554385,0.0,61.170879274
2022-05-01,2022,Q2,2021/22,Q4,May,1785.47849590196,1649.16617885785,541.789057164,343.619620893,194.470325081,3.69911119,912.898820122921,549.65178312597,584.56428363997,-34.912500514,350.79979761995,5.717534323,6.729705054,185.622155856929,184.252787180929,1.369368676,,8.856145714,24.8875445511098,1.05566478073987,23.83187977037,,111.424772493,1.780996605,0.0,0.0,1.780996605,67.577623229,0,67.577623229,0.0,1.315743829,0.0,40.75040883
2022-06-01,2022,Q2,2021/22,Q4,June,2689.8347816105,2527.52994542113,1398.7551579,434.549315405,948.797694769,15.408147726,935.467258086361,521.824388900371,638.682028645371,-116.857639745,402.24674467699,3.627424481,7.768700028,181.682521367764,180.100392456764,1.582128911,,11.625008067,7.32689186337181,0.495915157761564,6.83097670561025,,154.977944326,0.466340441,0.0,0.0,0.466340441,72.248634689,0,72.248634689,0.0,1.212405845,0.0,81.050563351
2022-07-01,2022,Q3,2022/23,Q1,July,1865.01373814443,1625.344638727,469.410852955,231.715346847,232.105411432,5.590094676,955.61125017889,535.782387540601,573.347711472601,-37.565323932,408.363615062289,3.49681687,7.968430706,191.64593517111,190.67893027611,0.967004895,,8.676600422,99.0563137801279,0.0,99.0563137801279,,140.612785637301,1.144562536,0.0,0.0,1.144562536,55.672750096,0,55.672750096,0.0,1.163547489,0.0,82.6319255163015
2022-08-01,2022,Q3,2022/23,Q1,August,1901.78695298598,1701.192764704,519.536447501,342.772090132,172.151063895,4.613293474,979.952698766435,538.565275011875,583.898953210875,-45.333678199,425.59868948956,7.922057808,7.866676457,191.755810068565,190.632505806565,1.123304262,,9.947808368,21.9162443426812,0.0,21.9162443426812,,178.677943939302,0.892762391,0.0,0.0,0.892762391,62.521539306,0,62.521539306,0.0,1.402134195,0.0,113.861508047302
2022-09-01,2022,Q3,2022/23,Q1,September,2133.3695319,1701.41723261,552.062174048,326.595382422,215.545980231,9.920811395,949.268758845084,555.127299300799,608.167163333799,-53.039864033,370.993363309285,14.995112792,8.152983443,189.519568766916,188.192743410916,1.326825356,,10.56673095,284.521168134703,0.0,284.521168134703,,147.431131155302,0.362064316,0.0,0.0,0.362064316,49.71578645,0,49.71578645,0.0,1.70579001,0.0,95.6474903793015
2022-10-01,2022,Q4,2022/23,Q2,October,1960.60597049442,1650.914282786,518.679157291,323.036869222,190.981715431,4.660572638,943.421442408326,534.285891913662,577.448834635662,-43.162942722,393.441692801663,7.079870894,8.613986799,181.579759197674,180.086333943674,1.493425254,,7.233923889,155.305343038122,0.0,155.305343038122,,154.386344670302,0.5759337,0.0,0.0,0.5759337,51.498555021,0,51.498555021,0.0,1.538399181,0.0,100.773456768302
2022-11-01,2022,Q4,2022/23,Q2,November,1967.44652869324,1751.662232874,577.904932262,365.770050715,207.765703855,4.369177692,972.21617004379,565.960476801722,596.879386935722,-30.918910134,390.316168187068,7.505808318,8.433716737,192.50338360021,191.04650627521,1.456877325,,9.037746968,76.6133584649347,0.0,76.6133584649347,,139.170937354302,0.271272777,0.0,0.0,0.271272777,49.058473251,0,49.058473251,0.0,1.313610787,0.0,88.5275805393015
2022-12-01,2022,Q4,2022/23,Q2,December,2842.50777183077,2489.009337449,1306.107877135,382.126973353,908.201444824,15.779458958,973.96874452602,534.178559762161,606.333887857161,-72.155328095,407.260998003859,4.654803809,27.874382951,199.86101957398,198.50066030798,1.360359266,,9.071696214,206.760008322472,10.3842715694119,196.37573675306,,146.738426059302,1.065233492,0.0,0.0,1.065233492,63.121988955,0,63.121988955,0.0,1.122545063,0.0,81.4286585493015
2023-01-01,2023,Q1,2022/23,Q3,January,2157.80349092932,1953.109323085,647.461549209,382.428265764,258.99152416,6.041759285,1116.3186299923,649.677079345836,677.834253965836,-28.15717462,451.252839448464,6.137720846,9.250990352,182.0363929257,181.0829479497,0.953444976,,7.292750958,26.9786713450185,17.5686544000325,9.41001694498595,,177.715496499302,1.710841569,0.0,0.0,1.710841569,46.756420093,0,46.756420093,0.0,1.060339262,0.0,128.187895575302
2023-02-01,2023,Q1,2022/23,Q3,February,1900.42880273619,1769.631916709,557.174240465,378.691403858,173.65800082,4.824835787,1027.08265883082,555.421959916128,601.165700445128,-45.743740529,457.996138773693,5.015908074,8.648652067,175.691473831179,174.079013019179,1.612460812,,9.683543582,4.93538499989169,0.0,4.93538499989169,,125.861501027302,0.317015612,0.0,0.0,0.317015612,48.246738664,0,48.246738664,0.0,1.070681095,0.0,76.2270656563015
2023-03-01,2023,Q1,2022/23,Q3,March,1984.74415534029,1796.305032314,607.258731621,367.69281926,229.719419983,9.846492378,1004.29047683206,566.071485130816,602.518896152816,-36.447411022,425.281452897247,4.285188499,8.652350305,176.127815106937,172.324757528937,3.803057578,,8.628008754,32.259791648988,0.0,32.259791648988,,156.179331377302,1.618045662,0.0,0.0,1.618045662,54.553145076,0,54.553145076,0.0,1.981474027,0.0,98.0266666123015
2023-04-01,2023,Q2,2022/23,Q4,April,1902.61124701469,1748.344288092,537.737704574,340.51825861,193.153676419,4.065769545,1031.24083301742,563.509980972557,613.388671882557,-49.87869091,454.46145430886,4.711993046,8.55740469,171.108597421583,168.183883568583,2.924713853,,8.257153079,26.461924504387,3.91670308789637,22.5452214164906,,127.805034418302,1.371516488,0.0,0.0,1.371516488,42.021677506,0,42.021677506,0.0,1.099228811,0.0,83.3126116133015
2023-05-01,2023,Q2,2022/23,Q4,May,2080.1610346504,1881.456733172,642.331202723,440.99513324,196.024040352,5.312029131,1016.61649683965,595.658570736534,645.978055406534,-50.31948467,405.040917914113,6.069293347,9.847714842,209.724037496353,207.770964742353,1.953072754,,12.784996113,22.2800048480923,0.0,22.2800048480923,,176.424296630312,0.198764535,0.0,0.0,0.198764535,48.853057536,0,48.853057536,0.0,0.414580705,0.0,126.957893854312
2023-06-01,2023,Q2,2022/23,Q4,June,3898.88155533062,3664.291965748,1946.012288549,571.856139055,1356.683410812,17.472738682,1186.69339200266,749.505870491932,799.782917625932,-50.277047134,423.698871327733,3.872960124,9.615690059,521.134419090335,519.442297387335,1.692121703,,10.451866106,71.1274458353159,0.0,71.1274458353159,,163.462143747302,1.445068853,0.0,0.0,1.445068853,55.409712408,0,55.409712408,0.0,1.483974695,0.0,105.123387791302
2023-07-01,2023,Q3,2023/24,Q1,July,1909.54680264205,1734.658682646,532.905365487,288.866162378,238.915906378,5.123296731,1015.88016007606,544.973061734699,598.070561798699,-53.097500064,456.733216939358,4.476679647,9.697201755,175.765665488945,174.874322811945,0.891342677,,10.107491594,19.0408661935467,0.0,19.0408661935467,,155.8472538025,0.965222113,0.0,0.0,0.965222113,103.2694976405,0,103.2694976405,0.0,1.678767465,0.0,49.933766584
2023-08-01,2023,Q3,2023/24,Q1,August,2203.74603452528,1990.894497823,648.407384163,401.777227944,241.777145784,4.853010435,1125.11593183595,627.148285694723,680.230122807723,-53.081837113,482.245237984222,5.83342472,9.888983437,207.365592420055,206.008294532055,1.357297888,,10.005589404,39.9580602271025,0.0,39.9580602271025,,172.89347647518,1.129857671,0.0,0.0,1.129857671,95.87683181218,0,95.87683181218,0.0,1.509620285,0.0,74.377166707
2023-09-01,2023,Q3,2023/24,Q1,September,2242.39236752904,1896.23929169,618.057472944,355.839084267,252.057427375,10.160961302,1071.6451515013,600.48086142865,653.62661371165,-53.145752283,456.789027735652,4.97157731,9.403685027,195.787059992699,194.034683937699,1.752376055,,10.749607252,168.382152912,0.0,168.382152912,,177.77092292704,1.427591551,0.0,0.0,1.427591551,100.22377656804,0,100.22377656804,0.0,1.34774086,0.0,74.771813948
2023-10-01,2023,Q4,2023/24,Q2,October,2060.91358123063,1865.355411786,625.005202777,404.090393076,215.486604825,5.428204876,1035.16131316972,592.940213424382,646.036474802382,-53.096261378,426.576637705335,6.056235255,9.588226785,195.816908386283,194.493494085283,1.323414301,,9.371987453,6.30581513530184,0.0,6.30581513530184,,189.25235430933,1.87134266,0.0,0.0,1.87134266,115.08473023133,0,115.08473023133,0.0,1.421273274,0.0,70.875008144
2023-11-01,2023,Q4,2023/24,Q2,November,2178.95077768782,1938.456598578,655.977168242,362.338050639,287.520238776,6.118878827,1042.77698300713,561.678091218697,614.782115528697,-53.10402431,464.902535944438,7.547532673,8.648823171,230.252024620865,229.071613328865,1.180411292,,9.450422708,28.0001251192029,0.0,28.0001251192029,,212.49405399062,4.117121691,0.0,0.0,4.117121691,120.49011827262,0,120.49011827262,0.0,1.699842715,0.0,86.186971312
2023-12-01,2023,Q4,2023/24,Q2,December,3381.3241907911,2902.821113648,1630.433268878,460.879493322,1146.459839514,23.093936042,1044.92883409064,593.776388660393,646.910079422393,-53.133690762,433.496547094249,8.255862884,9.400035452,218.850638894358,217.683651780358,1.166987114,,8.608371785,328.763073154233,0.0,328.763073154233,,149.74000398887,1.510283519,0.0,0.0,1.510283519,84.86365928187,0,84.86365928187,0.0,1.082852018,0.0,62.28320917
2024-01-01,2024,Q1,2023/24,Q3,January,2293.52479473316,2122.517745388,730.322463701,402.93717789,322.259573637,5.125712174,1124.57849882351,600.683943546608,653.648810086608,-52.96486654,504.648515283904,9.25486497,9.991175023,258.728430452488,257.502282415488,1.226148037,,8.888352411,19.7966923885998,0.0,19.7966923885998,,151.21035695656,3.036430589,0.0,0.0,3.036430589,91.72622644556,0,91.72622644556,0.0,1.000377079,0.0,55.447322843
2024-02-01,2024,Q1,2023/24,Q3,February,2180.8331427546,1981.870075576,638.85910114,403.021519416,231.471944754,4.36563697,1121.3672303214,630.191704931865,683.442717996865,-53.251013065,471.037778595533,10.007202522,10.130544272,212.165746984602,211.125371907602,1.040375077,,9.47799713,48.1934516387251,41.3476608972342,6.84579074149087,,150.76961553988,12.073474777,0.0,0.0,12.073474777,85.12934914588,0,85.12934914588,0.0,1.324294609,0.0,52.242497008
2024-03-01,2024,Q1,2023/24,Q3,March,2196.95452028151,1922.009743789,662.130755828,406.018075967,248.865435256,7.247244605,1049.95112057203,584.184270591184,637.263180358184,-53.078909767,447.326404571846,8.608471907,9.831973502,199.19801052597,198.20493170397,0.993078822,,10.729856863,73.2446911092953,0.0,73.2446911092953,,201.70008538321,1.76502957,0.0,0.0,1.76502957,127.76328716521,0,127.76328716521,0.0,1.707764077,0.0,70.464004571
2024-04-01,2024,Q2,2023/24,Q4,April,2254.79237242188,1994.054600439,669.067840273,433.492453965,230.282450423,5.292935885,1098.61140131537,608.116250658742,661.213295345742,-53.097044687,469.460267413626,11.507604553,9.52727869,215.756994520632,214.464646722632,1.292347798,,10.61836433,43.7285246557525,8.64096219284188,35.0875624629106,,217.00924732713,4.36137114,0.0,0.0,4.36137114,124.74029536613,0,124.74029536613,0.0,1.269038079,0.0,86.638542742
2024-05-01,2024,Q2,2023/24,Q4,May,2373.18069572998,2143.977058314,798.251861083,480.45263421,310.757754212,7.041472661,1097.41282953042,596.637378062406,649.736671584406,-53.099293522,480.565869951016,9.911519192,10.298062325,237.300689875579,236.342242110579,0.958447765,,11.011677825,81.2827162135818,0.0,81.2827162135818,,147.9209212024,1.374213285,0.0,0.0,1.374213285,83.0136281574,0,83.0136281574,0.0,1.684540584,0.0,61.848539176
2024-06-01,2024,Q2,2023/24,Q4,June,3544.36267673493,3226.383377121,1769.820750656,560.030263239,1190.076934226,19.713553191,1214.1368615504,668.798059939243,721.917156747243,-53.119096808,523.489514089156,11.876157765,9.973129757,230.431067184602,225.955438961602,4.475628223,,11.99469773,157.884920832591,0.0,157.884920832591,,160.09437878134,1.739384729,0.0,0.0,1.739384729,69.87557691034,0,69.87557691034,0.0,1.597693065,0.0,86.881724077
2024-07-01,2024,Q3,2024/25,Q1,July,2307.38596463318,2102.711820457,673.095429641,327.256391702,337.811837852,8.027200087,1144.92021000221,664.678322208712,664.740621148712,-0.06229894,456.370094877498,13.613930071,10.257862845,274.76294144979,270.82820706479,3.934734385,,9.933239364,25.8060229005266,0.0,25.8060229005266,,178.868121275657,0.0,0.0,0.0,0.0,59.9443879546567,0,59.9443879546567,0.0,0.0,0.0,118.923733321
2024-08-01,2024,Q3,2024/25,Q1,August,2501.99527172706,2195.007842019,747.249422812,429.842072786,311.64670401,5.760646016,1185.1730918693,629.097932276507,705.048516878507,-75.950584602,537.031201701791,8.664646676,10.379311215,252.601055052702,248.436772062702,4.16428299,,9.984272285,121.697657648613,0.0,121.697657648613,,185.289772059447,0.0,0.0,0.0,0.0,50.7230853654467,0,50.7230853654467,0.0,0.0,0.0,134.566686694
2024-09-01,2024,Q3,2024/25,Q1,September,2511.26204758555,2105.003721886,680.829919205,396.35865288,267.72799006,16.743276265,1199.42521464266,625.905593074643,682.631392218643,-56.725799144,553.773052128012,10.238545357,9.508024083,212.535649363344,209.058496290344,3.477153073,,12.212938675,202.747343243046,116.140365251228,86.6069779918182,,203.510982456507,0.0,0.0,0.0,0.0,53.5835263115067,0,53.5835263115067,0.0,0.0,0.0,149.927456145
2024-10-01,2024,Q4,2024/25,Q2,October,2397.13007072298,2088.313814263,682.739227829,437.040856684,240.090124297,5.608246848,1157.69721232568,615.930194762222,689.014429148222,-73.084234386,518.129089013458,13.792735792,9.845192758,237.230999036319,233.098628578319,4.132370458,,10.646375072,126.187551665296,0.0,126.187551665296,,182.628704794687,0.0,0.0,0.0,0.0,46.8637920766867,0,46.8637920766867,0.0,0.0,0.0,135.764912718
