Year,Month,Total_Tax_Revene,Total grants,other_revenue,Date,Agriculture,Human capital development,General total expenditure,Total Central Gov't spending,Total Local Gov't spending,Core Inflation,Purchasing Managers Index,Composite Economic Activity Index,Exchange_rate,Fiscal Balance,Fiscal_Balance,revenue_growth_rate,expenditure_growth_rate,revenue_expenditure_ratio,tax_share,grant_share,health_expenditure_share,agriculture_expenditure_share,Agriculture_share,Human capital development_share
2014,2,1351.659772866198,695.844790211248,10.854997035,2014-02-01,129.405563285005,2.995130133,872.790932201723,696.770791052568,99.2870690480833,,,103.266412359455,2471.96178951448,-171.346481919064,478.868840664475,-3.2898425475212267,-16.995139378663136,1.5486638586591055,1.0,0.514807649217604,0.003431669627277651,0.14826639291332172,0.14826639291332172,0.003431669627277651
2014,3,1338.139767078517,680.338847530067,12.407295166,2014-03-01,93.6530303031017,1.776843906,632.719917287329,437.865730747608,111.108013864083,,,103.431848439644,2534.21569131073,-35.0738028642174,705.419849791188,-1.0002521388212782,-27.506130741847322,2.1149006543298756,1.0,0.5084213654418263,0.0028082629571989665,0.1480165674325884,0.1480165674325884,0.0028082629571989665
2014,4,1378.151954066682,717.680141562942,11.397476033,2014-04-01,87.7147388280091,14.974637917,1098.22968788155,806.329265924714,194.084461804083,,,104.20442928776,2529.78700697517,-374.155956009916,279.922266185132,2.990135109393033,73.57280178408307,1.254884992888048,1.0,0.5207554504023996,0.013635251425305757,0.07986921114581053,0.07986921114581053,0.013635251425305757
2014,5,1415.164312447502,722.754512216902,12.376749429,2014-05-01,140.680973334691,1.981979079,928.84627065787,738.920488909057,100.059166645083,,,105.039534147342,2532.38585285101,-191.317013135284,486.31804178963193,2.6856514821608,-15.423314366088137,1.523572153059504,1.0,0.5107212680956537,0.002133807435751701,0.15145775762769817,0.15145775762769817,0.002133807435751701
2014,6,1833.654195844876,944.206501200906,14.638219503,2014-06-01,148.94832882,3.594152891,1170.32076871228,981.353883595849,102.471163687083,,,104.448643316149,2580.86227148587,-204.568255806983,663.3334271325962,29.57182284180153,25.997251179506996,1.566796253528399,1.0,0.5149316067012584,0.003071083575620636,0.1272713710651225,0.1272713710651225,0.003071083575620636
2014,7,1419.956097549509,732.640018956269,19.306468901,2014-07-01,46.4137060478511,4.33696421,1240.32402897773,865.057021551786,281.903598148,,,105.438386338124,2633.51535669946,-513.677537471464,179.63206857177897,-22.56140221165045,5.981544730038046,1.1448267262223655,1.0,0.5159596273579328,0.0034966380628572583,0.03742062958024371,0.03742062958024371,0.0034966380628572583
2014,8,1478.1323355197449,781.977885224235,13.758604902,2014-08-01,96.440453551,1.915897598,1006.21624145692,807.513228328651,112.263070885,,,104.717683736672,2612.50468682125,-1109.20767484468,471.91609406282487,4.097044836149055,-18.874728059067003,1.4690006726382476,1.0,0.5290310389896679,0.0019040614920168002,0.09584466000207073,0.09584466000207073,0.0019040614920168002
2014,9,1670.7712062691892,898.127491663509,21.938529787,2014-09-01,128.656141485542,9.693080731,767.856657239983,523.849102272387,144.845139711,,,105.03464658985,2618.79615030458,-122.206270622475,902.9145490292062,13.032586198157148,-23.688703719571414,2.175889458684491,1.0,0.537552651310658,0.012623554982047336,0.16755229022561213,0.16755229022561213,0.012623554982047336
2014,10,1639.365867723481,861.640047023991,22.76069214,2014-10-01,80.1826816486491,4.986737187,1108.65739026743,720.162470002045,276.900716773,,,106.528540789358,2680.50843414695,-272.943457589435,530.708477456051,-1.8796911526764881,44.38337934744694,1.478694754678029,1.0,0.5255935017242457,0.004497996613540907,0.07232413038739358,0.07232413038739358,0.004497996613540907
2014,11,1597.002197985191,860.119475182881,13.778797655,2014-11-01,119.257377423733,10.362573251,956.008419142088,750.106907137619,112.166961617,,,107.198925248655,2734.22225,-152.088271398207,640.9937788431031,-2.5841497967210025,-13.768813744029618,1.6704896798067157,1.0,0.5385837766961276,0.010839416310056417,0.12474511210973784,0.12474511210973784,0.010839416310056417
