Date,Year,Quarter,FY,QFY,Month,REV_GRA_14,REV_TAX_14,REV_TAX_IT_14,REV_TAX_IT_IND_14,REV_TAX_IT_COR_14,REV_TAX_IT_UA_14,REV_TAX_GS_14,REV_TAX_GS_GEN_14,REV_TAX_GS_VAT_14,REV_TAX_GS_VAT_REF_14,REV_TAX_GS_EXD_14,REV_TAX_GS_SS_14,REV_TAX_GS_UG_14,REV_TAX_INL_14,REV_TAX_INL_ID_14,REV_TAX_INL_EX_14,REV_TAX_INL_EX_PEMM_14,REV_TAX_OTH_14,GRA_14,GRA_BUD_14,GRA_PRO_14,GRA_GOV_14,REV_OTH_14,REV_OTH_PI_14,REV_OTH_PI_I_14,REV_OTH_PI_DIV_14,REV_OTH_PI_R_14,REV_OTH_GS_14,REV_OTH_GS_MKT_14,REV_OTH_GS_FEE_14,REV_OTH_GS_NMKT_14,REV_OTH_FEE_14,REV_OTH_VT_14,REV_OTH_OTH_14
2012-08-01,2012,Q3,2012/13,Q1,August,642.871822146475,516.15184313571,142.686872199,92.603756703,6.380850526,43.70226497,318.071132987796,190.198376069633,205.043110357633,-14.844734288,117.00833107418,0.555207652,10.3092181919836,53.5757323099137,53.5757323099137,0,0,1.818105639,102.328157749765,54.0057380041367,48.3224197456285,0,24.391821261,0.646460069,0,0,0.646460069,7.765477051,0,7.765477051,0,0.274164818,14.210983749,1.494735574
2012-09-01,2012,Q3,2012/13,Q1,September,581.588288268556,515.367143185,152.334778996,86.103377482,24.789867453,41.441534061,302.288128678722,175.274688264547,190.545953976547,-15.271265712,116.165353950175,0.523191646,10.324894818,58.0694944162778,58.0694944162778,0,0,2.674741094,58.1844944795559,26.2420715048867,31.9424229746692,0,8.036650604,0.705427167,0,0.188,0.517427167,5.28433321,0,5.28433321,0,0.400691997,0,1.64619823
2012-10-01,2012,Q4,2012/13,Q2,October,606.716085086326,500.588655517,144.606639313,86.248693807,10.059570468,48.298375038,292.20084240749,172.026216932988,187.084216932988,-15.058,109.429216785502,0.581634756,10.163773933,62.2788326505104,62.2788326505104,0,0,1.502341146,56.7323796843262,35.3281327665583,21.4042469177678,0,49.395049885,0.85226484,0.001678687,0.05,0.800586153,5.854488828,0,5.854488828,0,0.334243484,40.14181528,2.212237453
2012-11-01,2012,Q4,2012/13,Q2,November,731.667579821144,557.458802424,154.272406562,94.79269195,15.893109097,43.586605515,325.310357175929,195.07389244537,215.88404506637,-20.810152621,118.466762590559,0.804520873,10.965181267,75.849531791071,75.849531791071,0,0,2.026506895,162.266821445144,5.53681893518075,156.730002509964,0,11.941955952,3.945730118,0.000913268,3.6,0.34481685,4.362199886,0,4.362199886,0,0.566959426,0.918582,2.148484522
2012-12-01,2012,Q4,2012/13,Q2,December,1097.48553387493,763.02842261,383.89058576,102.07161929,239.058906547,42.760059923,313.230666511321,180.001449939487,189.307297318487,-9.305847379,123.511122651834,0.437928503,9.280165417,64.0844279306792,64.0844279306792,0,0,1.822742408,318.67764771193,10.4869830089379,308.190664702992,0,15.779463553,0.646410725,0,0,0.646410725,5.164773252,0,5.164773252,0,0.396711794,7.571250263,2.000317519
2013-01-01,2013,Q1,2012/13,Q3,January,689.160015207061,620.539651288,192.552638506,113.615763573,29.996150272,48.940724661,367.070437379711,213.11649619435,228.17449619435,-15.058,141.118022030361,0.745278011,12.090641144,59.6421065442894,59.6421065442894,0,0,1.274468858,54.2452039570609,2.01399466370371,52.2312092933571,0,14.375159962,0.387145701,0,0,0.387145701,11.029508015,0,11.029508015,0,0.5651476,1.049808,1.343550646
2013-02-01,2013,Q1,2012/13,Q3,February,630.580973202433,576.710936414,159.995944516,95.621273846,10.092969721,54.281700949,357.072242137057,224.34539934241,231.06826114141,-6.722861799,120.752314868647,0.784892445,11.189635481,58.0012367059431,58.0002077779431,0.001028928,0,1.641513055,43.9969681454333,20.3397682683411,23.6571998770923,0,9.873068643,0.458648622,0,0,0.458648622,5.308236571,0,5.308236571,0,0.524610535,1.837367719,1.744205196
2013-03-01,2013,Q1,2012/13,Q3,March,630.68827014542,570.302087776,177.009385642,108.425606234,24.883693503,43.700085905,331.426186635289,192.67449945517,207.73249945517,-15.058,127.661871745119,0.600355402,10.489460033,60.6753032627114,60.6753032627114,0,0,1.191212236,53.3589433214201,14.091839831962,39.2671034894581,0,7.027239048,0.437073066,0,0,0.437073066,4.841173972,0,4.841173972,0,0.498621123,0,1.250370887
2013-04-01,2013,Q2,2012/13,Q4,April,610.584428255998,582.528476919,174.550322683,116.312379317,13.854612623,44.383330743,343.223722750442,208.381665323422,223.064203833422,-14.68253851,121.67963234902,0.842608591,12.319816487,63.0063796705577,63.0063796705577,0,0,1.748051815,20.0480256249982,14.8498388352833,5.19818678971486,0,8.007925712,0.510854132,0,0,0.510854132,5.622707979,0,5.622707979,0,0.571526241,0,1.30283736
2013-05-01,2013,Q2,2012/13,Q4,May,640.650104548577,601.411362247,186.531145218,112.690976651,18.218172361,55.621996206,345.66085169881,204.921303431024,220.419734399024,-15.498430968,127.864226529787,0.583937596,12.291384142,67.1899733281898,67.1899733281898,0,0,2.029392002,23.0594204405769,5.31825060611351,17.7411698344634,0,16.179321861,1.44243472,0,0,1.44243472,6.842107752,0,6.842107752,0,0.383737359,0,7.51104203
2013-06-01,2013,Q2,2012/13,Q4,June,861.99928882682,821.53284984195,396.601269092,114.767196247,185.810394358,96.0236784869999,373.126379506775,221.163724939343,244.495893662343,-23.332168723,138.142790514432,0.521983144,13.297880909,64.6552079292247,64.6552079292247,0,0,-12.8500066860498,27.0561828328695,8.53127285266951,18.5249099802,0,13.410256152,3.593809241,0,3,0.593809241,7.594136865,0,7.594136865,0,0.37936674,0,1.842943306
2013-07-01,2013,Q3,2013/14,Q1,July,659.675127638498,599.450400719002,165.261393789,99.415234122,13.819230047,52.02692962,356.769820599264,207.915027517612,223.799027517612,-15.884,133.948167991653,0.733834118,14.172790972,74.3615682377377,74.0489519357377,0.312616302,0,3.057618093,47.4146962994959,2.48214354735487,44.932552752141,0,12.81003062,0.583957161,0,0,0.583957161,9.948027902,0,9.948027902,0,0.330517637,1.049808,0.89771992
2013-08-01,2013,Q3,2013/14,Q1,August,684.600937490099,633.931989133,180.586330963,124.074708088,4.96592155,51.545701325,378.297602410896,225.383795899811,241.237647712811,-15.853851813,139.089459960085,0.583185288,13.241161263,71.8130888061043,71.4738525611043,0.339236245,0,3.234966953,40.4575680210991,28.4559971617301,12.001570859369,0,10.211380336,0.543395869,0,0,0.543395869,8.717848781,0,8.717848781,0,0.280763186,0.524904,0.1444685
2013-09-01,2013,Q3,2013/14,Q1,September,629.287283131888,593.307544461,160.065066021,95.984543557,10.986406936,53.094115528,360.023357613941,192.942983676867,208.697103251867,-15.754119575,155.165558057075,0.733382344,11.181433536,70.7229576150586,70.3526221640586,0.370335451,0,2.496163211,23.8751485628876,14.0243767155291,9.85077184735843,0,12.104590108,0.58193079,0,0,0.58193079,10.444745237,0,10.444745237,0,0.339400881,0,0.7385132
2013-10-01,2013,Q4,2013/14,Q2,October,729.468153399859,623.481968805,173.658013689,104.912974358,7.491148706,61.253890625,363.128804426519,211.506493915774,227.550578528774,-16.044084613,137.786241209745,0.792615494,13.043453807,83.6272348574806,83.2196943674806,0.40754049,0,3.067915832,97.2459089898589,17.8605639039226,79.3853450859363,0,8.740275605,0.98878309,0,0,0.98878309,7.143786855,0,7.143786855,0,0.328862441,0,0.278843219
2013-11-01,2013,Q4,2013/14,Q2,November,703.254412878763,603.417285818,166.800649879,111.052762153,8.407999868,47.339887858,352.041087546383,207.349710836375,223.298906013375,-15.949195177,131.852036103008,0.859390696,11.979949911,79.203206142617,78.751202417617,0.452003725,0,5.37234225,91.1240955217633,29.0995630631182,62.024532458645,0,8.713031539,0.505577285,0,0,0.505577285,7.477531008,0,7.477531008,0,0.348190046,0,0.3817332
2013-12-01,2013,Q4,2013/14,Q2,December,991.223108234451,810.031953091,387.449020673,117.745305077,192.183486574,77.520229022,351.793765207398,196.778332083972,212.662332083972,-15.884,141.047066024426,1.005725095,12.962642004,68.3311941236016,68.1212181416016,0.209975982,0,2.457973087,170.972380910451,27.4887989564059,143.483581954046,0,10.218774233,0.612363247,0,0,0.612363247,8.536576207,0,8.536576207,0,0.346325023,0.524904,0.198605756
2014-01-01,2014,Q1,2013/14,Q3,January,712.079094251525,673.141148473,219.264051491,122.147429432,28.097803328,69.018818731,378.118050249216,217.448916776591,233.332916776591,-15.884,146.213067762626,0.95929449,13.49677122,72.5002496227838,72.4076974977838,0.092552125,0,3.25879711,26.5182626965249,6.12721599131949,20.3910467052054,0,12.419683082,1.057586025,0,0,1.057586025,10.078276776,0,10.078276776,0,0.372481539,0,0.911338742
2014-02-01,2014,Q1,2013/14,Q3,February,695.844790211248,644.95998561995,173.499311935,116.520152293,5.312488836,51.666670806,403.782535269547,227.806061686652,243.690061686652,-15.884,162.227307828896,1.106845886,12.642319868,64.846262072403,64.651634942403,0.19462713,0,2.831876343,40.0298075562979,20.9725988221516,19.0572087341463,0,10.854997035,0.594400123,0,0,0.594400123,8.495505383,0,8.495505383,0,0.394037491,0.524904,0.846150038
2014-03-01,2014,Q1,2013/14,Q3,March,680.338847530067,645.39362438245,195.159007608,126.526189834,18.657016905,49.975800869,376.855745345393,213.007578834333,228.891578834333,-15.884,149.459182148061,1.010601209,13.378383154,69.9086344010565,69.6900250330565,0.218609368,0,3.470237028,22.5379279816168,13.8901354908486,8.6477924907682,0,12.407295166,0.334733704,0,0,0.334733704,10.171315357,0,10.171315357,0,0.426905147,0,1.474340958
2014-04-01,2014,Q2,2013/14,Q4,April,717.680141562942,649.07433647074,187.753190432,121.101003036,11.343841442,55.308345954,391.18251521851,223.893410833546,239.777410833546,-15.884,153.413649738964,1.091053163,12.784401483,67.6085274422296,67.4404724052296,0.168055037,0,2.530103378,57.2083290592021,17.2151509692029,39.9931780899992,0,11.397476033,0.348416591,0,0,0.348416591,8.989743844,0,8.951947488,0.037796356,0.417325206,0,1.641990392
2014-05-01,2014,Q2,2013/14,Q4,May,722.754512216902,680.0330508016,197.729258856,116.670451789,11.425498243,69.633308824,398.717905722226,221.381185823501,234.765185823501,-13.384,162.346466007725,1.122616555,13.867637336,80.1389106823739,79.9497179003739,0.189192782,0,3.446975541,30.344711986302,5.35147993648706,24.9932320498149,0,12.376749429,1.826083585,0,0,1.826083585,8.435669831,0,8.435669831,0,0.450355233,0,1.66464078
2014-06-01,2014,Q2,2013/14,Q4,June,944.206501200906,874.80947514097,406.215513789,141.405693168,173.944821263,90.8649993579999,385.420836809474,224.766119428702,240.652119426702,-15.885999998,144.899779621772,1.013771432,14.741166327,78.8404652544963,78.6689001184963,0.171565136,0,4.332659288,54.7588065569361,8.47359198140535,46.2852145755308,0,14.638219503,0.259319876,0,0,0.259319876,12.419890766,0,12.419890766,0,0.399510162,0,1.559498699
2014-07-01,2014,Q3,2014/15,Q1,July,732.640018956269,668.00960969224,188.363468114,110.809357594,18.92953242,58.6245781,394.795385421264,237.538991710776,255.396661412776,-17.857669702,140.735828375488,1.035049307,15.485516028,81.8968412889756,81.5678452179756,0.328996071,0,2.953914868,45.3239403630288,17.8740853332433,27.4498550297855,0,19.306468901,0.682650353,0,0,0.682650353,15.73777347,0,15.73777347,0,0.486577622,0,2.399467456
2014-08-01,2014,Q3,2014/15,Q1,August,781.977885224235,682.39584539351,194.867738137,104.729686853,19.128031906,71.010019378,404.100172836272,238.870370967745,256.962668265745,-18.092297298,151.434866165527,0.97857591,12.816359793,80.0890808782379,79.6032900402379,0.485790838,0,3.338853542,85.8234349287252,24.3096819636886,61.5137529650366,0,13.758604902,0.838575519,0,0.1,0.738575519,10.203272746,0,10.203272746,0,0.48781632,0.524904,1.704036317
2014-09-01,2014,Q3,2014/15,Q1,September,898.127491663509,750.70518481868,221.7462888,127.423189409,40.592014892,53.731084499,437.231386258029,240.578146116385,258.553179116385,-17.975033,182.400748631644,1.295970881,12.956520629,88.223509288651,87.302138113651,0.921371175,0,3.504000472,125.483777057829,21.2003033708762,104.283473686953,0,21.938529787,7.677048294,0,7.35,0.327048294,12.38128376,0,12.38128376,0,0.523383796,5.06e-05,1.356763337
2014-10-01,2014,Q4,2014/15,Q2,October,861.640047023991,754.96512855949,211.963127534,133.617556341,16.098694684,62.246876509,440.861408521793,240.403539158265,258.378539158265,-17.975,186.598804604528,1.294345669,12.56471909,91.7843031356968,88.2363184656968,3.54798467,0,10.356289368,83.9142263245014,17.7209491427707,66.1932771817307,0,22.76069214,4.040632907,0,2.763349159,1.277283748,12.063119292,0,12.063119292,0,0.507541178,0,6.149398763
2014-11-01,2014,Q4,2014/15,Q2,November,860.119475182881,723.10392514731,200.37165943,115.027279702,9.145939023,76.198440705,427.479272461009,250.066368481571,262.435162147571,-12.368793666,163.259524146438,1.162195316,12.991184517,91.4347340943009,88.4835657253009,2.951168369,0,3.818259162,123.236752380571,77.651508514723,45.5852438658483,0,13.778797655,0.628570657,0,0,0.628570657,11.379286212,0,11.379286212,0,0.486269093,0,1.284671693
2014-12-01,2014,Q4,2014/15,Q2,December,1173.34964164194,1018.79564770832,469.270889426,125.679936188,273.029846731,70.561106507,448.24674024932,264.398765062,277.545693622,-13.14692856,169.53162403032,1.181559553,13.134791604,98.291711576,97.390121532,0.901590044,0,2.986306457,133.048918452623,8.50013625704866,124.548782195575,0,21.505075481,5.779738936,0,5.4,0.379738936,13.07676542,0,13.07676542,0,0.412919826,0,2.235651299
2015-01-01,2015,Q1,2014/15,Q3,January,862.285862382986,803.56381624526,235.731521896,127.443993309,16.63465371,91.652874877,480.897379283207,260.995094881789,274.311832212789,-13.316737331,204.683690742418,0.98934236,14.229251299,83.6991883240526,82.5209466510526,1.178241673,0,3.235726742,44.6123897197259,4.77257226955311,39.8398174501728,0,14.109656418,1.471159497,0,0,1.471159497,10.593928121,0,10.593928121,0,0.348264686,0,1.696304114
2015-02-01,2015,Q1,2014/15,Q3,February,837.633522277694,768.46157896598,201.835706271,132.203130778,9.017407092,60.615168401,476.057736952546,285.407698774326,298.694455967326,-13.286757193,175.69210871422,1.199864135,13.758065329,86.3163828584335,85.0152614484335,1.30112141,0,4.251752884,54.0377228877137,24.8064224223393,29.2313004653743,0,15.134220424,0.69525559,0,0,0.69525559,11.484980034,0,11.484980034,0,0.37231133,0,2.58167347
2015-03-01,2015,Q1,2014/15,Q3,March,867.191969191069,794.517294971,245.535589754,150.99722766,22.793486692,71.7448754020001,458.363182925,279.084734824,284.278055282,-5.193320458,164.129743959,1.189297694,13.959406448,87.224980906,86.654114695,0.570866211,0,3.393541386,52.8586541490692,23.3927481941299,29.4659059549393,0,19.816020071,0.845305638,0,0,0.845305638,16.07426937,0,16.07426937,0,0.585064581,0,2.311380482
2015-04-01,2015,Q2,2014/15,Q4,April,864.478776821936,786.9006955048,235.647835456,146.069495393,11.996551755,77.581788308,466.035946110835,264.747552864925,284.308536075925,-19.560983211,186.89129136091,1.028197425,13.36890446,82.0699710339653,81.7510999489653,0.318871085,0,3.146942904,60.2132456001366,20.1930101904903,40.0202354096462,0,17.364835717,0.44870735,0,0,0.44870735,13.180289487,0,13.180289487,0,0.423352355,0,3.312486525
2015-05-01,2015,Q2,2014/15,Q4,May,835.953254252833,781.701293038,219.50350086,139.373074354,10.888346413,69.2420800930001,474.406252799194,264.956399727744,281.739482846744,-16.783083119,193.63701392445,1.158235588,14.654603559,84.4088793078063,84.0861526888063,0.322726619,0,3.382660071,38.399121014833,7.38648359590848,31.0126374189246,0,15.8528402,0.980233973,0,0,0.980233973,12.208125627,0,12.208125627,0,0.474185864,0,2.190294736
2015-06-01,2015,Q2,2014/15,Q4,June,1469.39327992369,1359.36935837808,729.90116449808,199.869074614,386.14108036908,143.891009515,519.06684905,290.039353652,301.088518322,-11.04916467,209.238305187,1.345091265,18.444098946,106.212545337,105.855584277,0.35696106,0,4.188799493,83.8567069966114,10.3434466984359,73.5132602981756,0,26.167214549,0.209860384,0,0,0.209860384,23.253887594,0,23.253887594,0,0.511903888,0,2.191562683
2015-07-01,2015,Q3,2015/16,Q1,July,943.64838751663,785.82860650584,236.79912748353,120.04461075353,16.042887715,100.711629015,441.598630307086,277.295717640432,291.744391760432,-14.44867412,155.240789353654,0.95579244,8.106330873,101.660057274224,101.281569567224,0.378487707,0,5.770791441,133.83417914679,10.6628083066858,123.171370840105,0,23.985601864,1.026375789,0,0,1.026375789,19.773947376,0,19.773947376,0,0.661833063,0,2.523445636
2015-08-01,2015,Q3,2015/16,Q1,August,1002.45831393762,807.28766047835,201.255021197,123.741731827,8.25257634,69.26071303,493.561489908011,295.580426529997,307.783720235997,-12.203293706,183.093764782014,1.274108435,13.613190161,101.223586765339,100.338755597339,0.884831168,0,11.247562608,172.493772113265,38.262177062622,134.231595050643,0,22.676881346,0.62192349,0,0,0.62192349,18.029728194,0,18.029728194,0,0.550011476,0,3.475218186
2015-09-01,2015,Q3,2015/16,Q1,September,1039.24470108156,829.24859956376,242.300031849,138.940866167,20.04762934,83.311536342,469.063862491407,292.261456608502,302.932362763502,-10.670906155,163.660742380905,1.202198012,11.93946549,113.757827720353,112.262735063353,1.495092657,0,4.126877503,175.478045932798,110.134718181769,65.3433277510296,0,34.518055585,0.603461586,0,0,0.603461586,23.140302344,0,23.140302344,0,0.579916842,7.764815717,2.429559096
2015-10-01,2015,Q4,2015/16,Q2,October,1061.97252871855,896.81221392781,261.778628468,147.157846152,19.31399369,95.306788626,519.302696532211,305.350657606303,313.966834826303,-8.61617722,200.838433551908,1.424642205,11.688963169,110.100795867599,107.873170359599,2.227625508,0,5.63009306,141.673979259739,42.7299283947265,98.9440508650126,0,23.486335531,1.031584886,0,0,1.031584886,19.540250908,0,19.540250908,0,0.501512852,0.206259237,2.206727648
2015-11-01,2015,Q4,2015/16,Q2,November,934.589035215983,850.33030318916,219.994358767,138.600767098,9.333531521,72.060060148,505.734463848446,311.355634600098,327.499609699098,-16.143975099,181.615135147348,1.470190834,11.293503267,120.579571006714,118.571730382714,2.007840624,0,4.021909567,55.804768562823,7.41814271329301,48.38662584953,0,28.453963464,0.939229689,0,0,0.939229689,19.635017942,0,19.635017942,0,0.631552968,2.12671587,5.121446995
2015-12-01,2015,Q4,2015/16,Q2,December,1394.16720738742,1255.55414599193,597.077206026,160.550357722,335.550272569,100.976575735,526.668645319224,296.684059440499,307.773274146499,-11.089214706,215.288687183725,1.859083196,12.836815499,127.528164650706,124.511616501706,3.016548149,0,4.280129996,111.069522230495,10.7075622965999,100.361959933895,0,27.543539165,0.634518069,0,0,0.634518069,20.466628378,0,20.466628378,0,0.404743846,0,6.037648872
2016-01-01,2016,Q1,2015/16,Q3,January,902.912842635219,863.87360632342,251.640861882,139.705282372,15.20706913,96.72851038,495.793837759929,276.383489769744,299.203887629744,-22.82039786,204.818848487185,1.50682545,13.084674053,113.254023392491,110.522091454491,2.731931938,0,3.184883289,16.3744024387986,2.18603515187775,14.1883672869208,0,22.664833873,1.542277455,0,0,1.542277455,18.520644619,0,18.520644619,0,0.392464055,0.382658647,1.826789097
2016-02-01,2016,Q1,2015/16,Q3,February,893.817930222074,795.293435138,234.093408094,150.849061894,6.890640279,76.353705921,470.088485801578,282.206896178891,288.047212120891,-5.840315942,176.576400531688,1.408971683,9.896217408,87.8820927034215,86.8362911914215,1.045801512,0,3.229448539,71.9373041653743,28.9700791975917,42.9672249677826,0,26.5871909187,8.347853551,0,7.8,0.547853551,15.0623308557,0,15.0623308557,0,0.533401872,0.523397775,2.120206865
2016-03-01,2016,Q1,2015/16,Q3,March,1011.70729803095,932.40815757262,300.501852412,153.479898746,33.758357446,113.26359622,524.355474050789,306.854941883257,315.994730987257,-9.139789104,202.233789966532,1.650352861,13.61638934,103.477750219831,102.946164954831,0.531585265,0,4.07308089,53.5170590803256,18.7366631436869,34.7803959366387,0,25.782081378,0.845618074,0,0,0.845618074,18.172234678,0,18.172234678,0,0.640239552,0.049899638,6.074089436
2016-04-01,2016,Q2,2015/16,Q4,April,946.232096734748,893.001215371,256.162238251,162.545627349,15.4860808,78.130530102,530.018469114268,318.213451595865,333.366219254865,-15.152767659,197.565588420403,1.609088729,12.630340369,103.256056414732,102.772464931732,0.483591483,0,3.564451591,30.5194193877479,17.6298283335121,12.8895910542359,0,22.711461976,1.844573731,0,0,1.844573731,17.282413464,0,17.282413464,0,0.475112555,0,3.109362226
2016-05-01,2016,Q2,2015/16,Q4,May,953.945109543818,866.016286346,312.845464019,165.417524999,10.592559936,136.835379084,436.852048422617,232.46315140571,298.08772582971,-65.624574424,189.438018924907,1.471566116,13.479311976,111.045606993383,110.480742837383,0.564864156,0,5.273166911,60.3575221158182,14.1464736241616,46.2110484916566,0,27.571301082,1.223428931,0,0.65,0.573428931,22.69751213,0,22.69751213,0,0.621271326,0,3.029088695
2016-06-01,2016,Q2,2015/16,Q4,June,1560.42577864541,1404.9025922459,695.1318768059,202.498473601,363.1285726639,129.504830541,576.098923501831,327.349946538076,338.557749690076,-11.207803152,229.461943162755,1.583002166,17.704031635,126.539173202169,126.029742612169,0.50943059,0,7.132618736,123.384422544514,38.0302943293029,85.3541282152114,0,32.138763855,0.702776185,0,0,0.702776185,28.166935307,0,28.166935307,0,0.541019647,0,2.728032716
2016-07-01,2016,Q3,2016/17,Q1,July,913.474439228933,842.987484578,253.137471689,121.902733431,21.524527687,109.710210571,477.580164998157,292.325688273489,301.301594316489,-8.975906043,171.342270467668,1.679896398,12.232309859,108.487236629843,107.613376027843,0.873860602,0,3.782611261,37.761479477933,9.38388771167767,28.3775917662553,0,32.725475173,1.145607747,0,0,1.145607747,27.850619243,0,27.850619243,0,0.551973929,0.40796276,3.177274254
2016-08-01,2016,Q3,2016/17,Q1,August,1021.8156397324,928.605096491,261.681493465,169.451306774,10.841293889,81.388892802,545.839956403737,315.66178853299,332.56303820399,-16.901249671,213.457057904747,2.338473032,14.382636934,116.623120530263,115.902273409263,0.720847121,0,4.460526092,69.0606272923967,32.2417075209434,36.8189197714533,0,24.149915949,0.601038832,0,0,0.601038832,18.64130478,0,18.64130478,0,0.684898092,0.138760213,4.222674245
2016-09-01,2016,Q3,2016/17,Q1,September,1055.36490533792,980.881630277,280.314722551,167.219619965,21.251487747,91.843614839,575.95827846344,318.052465056694,334.764386746694,-16.71192169,241.815218770746,2.399258624,13.691336012,119.99316959356,117.07221562156,2.920953972,0,4.615459669,48.9050820479154,28.3069913578714,20.598090690044,0,25.578193013,1.59521951,0,0,1.59521951,19.704583049,0,19.704583049,0,0.819986609,0.896765178,3.458403845
2016-10-01,2016,Q4,2016/17,Q2,October,966.241033810189,888.838374242,244.891105577,160.716145408,10.244916242,73.930043927,522.257827103512,294.384951124881,308.893744833881,-14.508793709,212.358278950631,2.27923444,13.235362588,115.857514070488,113.544465825488,2.313048245,0,5.831927491,55.3623959381894,18.7554928432004,36.606903094989,0,22.04026363,1.377159584,0,0,1.377159584,16.487076249,0,16.487076249,0,0.65386281,4.742578639,3.522164987
2016-11-01,2016,Q4,2016/17,Q2,November,1230.22189328854,963.332359868,273.7858743483,168.373729517,14.2481151763,91.164029655,547.633596211075,322.495881587473,337.486956034473,-14.991074447,207.442679974602,2.371534024,15.323500625,134.520770646625,130.517713827625,4.003056819,0,7.392118662,242.276233151543,15.0967659659066,227.179467185636,0,24.613300269,1.92573667,0,0,1.92573667,17.495063816,0,17.495063816,0,0.641120199,2.202361472,4.551379584
2016-12-01,2016,Q4,2016/17,Q2,December,1514.47926005546,1363.22787558499,665.02250391599,199.173962295,337.529516766,128.31902485499,542.356385285625,322.70076484805,336.49859840705,-13.797833559,205.136824722575,2.443330902,12.075464813,120.199571357375,118.978239504375,1.221331853,0,35.649415026,128.641416484466,39.5021612229011,89.1392552615647,0,22.609967986,0.635075294,0,0.2,0.435075294,17.309641858,0,17.309641858,0,0.701375861,0.078913221,3.963874973
2017-01-01,2017,Q1,2016/17,Q3,January,1098.1278650283,1062.83466856,311.322472736,166.450873741,19.647341194,125.224257801,624.041101158276,358.098977706842,376.555205251842,-18.456227545,248.371344200434,2.21690793,15.353871321,122.863251658724,122.504621034724,0.358630624,0,4.607843007,12.2640011053009,9.6245455260793,2.6394555792216,0,23.029195363,1.473170239,0,0,1.473170239,17.029213543,0,17.029213543,0,0.608059004,0.167632546,3.918752577
2017-02-01,2017,Q1,2016/17,Q3,February,1048.77742099073,972.968711883,267.041983716,171.324727641,5.704007922,90.013248153,587.602236311548,348.934325076325,356.362050883325,-7.427725807,221.557027392222,2.017613846,15.093269997,113.927518585452,113.666198227452,0.261320358,0,4.39697327,53.8354046307324,32.8059203005783,21.0294843301542,0,21.973304477,1.616163413,0,0.1,1.516163413,15.924287445,0,15.924287445,0,0.619593834,0.02259229,3.813259785
2017-03-01,2017,Q1,2016/17,Q3,March,1273.25811993259,1172.70604780685,474.417754941853,189.245720439,150.515198062853,134.65683644,575.346007708204,320.21692818246,335.64427364646,-15.427345464,236.581520590745,2.487178198,16.060380737,116.638919761796,116.297007414796,0.341912347,0,6.303365395,64.5066421077376,28.4345924906563,36.0720496170813,0,36.045430018,4.445702111,0,2.404115902,2.041586209,27.052752679,0,27.052752679,0,0.813976192,0.053620231,3.732999036
2017-04-01,2017,Q2,2016/17,Q4,April,1025.48293047314,941.237021687,262.244527258,169.087379131,22.229443651,70.927704476,569.06015385587,317.306175658919,334.674337145919,-17.368161487,235.795338060951,1.730512271,14.228127865,105.21296427213,104.89219454913,0.320769723,0,4.719376301,33.543127795442,19.6895746268633,13.8535531685787,0,50.7027809907,0.840964283,0,0,0.840964283,45.591147591,0,45.591147591,0,0.657402382,0,3.6132667347
2017-05-01,2017,Q2,2016/17,Q4,May,1224.3607156801,1041.181383607,325.075514606,211.550384998,12.796643203,100.728486405,574.882352295971,325.043599809883,341.194206176883,-16.150606367,229.125444282088,2.711034282,18.002273922,136.357210100029,136.031889554029,0.325320546,0,4.866306605,149.028098049585,15.3068053197546,133.721292729831,0,34.15123402351,7.824906612,0,6.5,1.324906612,20.99220734,0,20.99220734,0,0.782835328,0.092879298,4.55128474351
2017-06-01,2017,Q2,2016/17,Q4,June,1524.94328283245,1434.418128812,659.840841105,220.498169985,267.515950957,171.826720163,633.111630672581,369.011506579977,383.616837768977,-14.605331189,245.795025983604,1.915516878,16.389581231,135.611681397419,135.304434248419,0.307247149,0,5.853975637,54.5588914624463,10.1145502896207,44.4443411728255,0,35.966262558,5.297085157,0,2.644180164,2.652904993,26.049025413,0,26.049025413,0,1.112940325,0,3.507211663
2017-07-01,2017,Q3,2017/18,Q1,July,993.657827597851,919.775106325,239.312652599,133.361933485,103.572659878,2.378059236,569.407061537201,307.387761831427,347.898965369427,-40.511203538,246.762409826774,1.522955181,13.733934698,105.619926226799,105.347081878799,0.272844348,,5.435465962,47.7661558118513,2.08766027219871,45.6784955396526,,26.116565461,0.58814001,0,0,0.58814001,20.696837954,0,20.696837954,0,0.653382905,0,4.178204592
2017-08-01,2017,Q3,2017/18,Q1,August,1099.55538846238,1034.274463755,301.519096535,195.815417484,101.989312228,3.714366823,586.686059323954,337.146663680046,350.212131987046,-13.065468307,228.165438263908,1.781551422,19.592405958,140.662589630046,139.331013375046,1.331576255,,5.406718266,28.4542578632767,15.8802703518481,12.5739875114286,,36.8266668441,2.677121757,0,0,2.677121757,27.104305636,0,27.104305636,0,0.865086954,0,6.1801524971
2017-09-01,2017,Q3,2017/18,Q1,September,1184.05903898559,1114.167018079,328.495675594,181.603459576,142.798273703,4.093942315,638.561419317312,374.544776759685,382.191217740685,-7.646440981,245.715444270626,2.209548713,16.091649574,142.348998345688,139.839854328688,2.509144017,,4.760924822,38.0835306465928,13.1563102236686,24.9272204229242,,31.80849026,0.581814945,0,0,0.581814945,19.964404753,0,19.964404753,0,0.662063333,0,10.600207229
