Date,Year,Quarter,FY,QFY,Month,REV_GRA_14,REV_TAX_14,REV_TAX_IT_14,REV_TAX_IT_IND_14,REV_TAX_IT_COR_14,REV_TAX_IT_UA_14,REV_TAX_GS_14,REV_TAX_GS_GEN_14,REV_TAX_GS_VAT_14,REV_TAX_GS_VAT_REF_14,REV_TAX_GS_EXD_14,REV_TAX_GS_SS_14,REV_TAX_GS_UG_14,REV_TAX_INL_14,REV_TAX_INL_ID_14,REV_TAX_INL_EX_14,REV_TAX_INL_EX_PEMM_14,REV_TAX_OTH_14,GRA_14,GRA_BUD_14,GRA_PRO_14,GRA_GOV_14,REV_OTH_14,REV_OTH_PI_14,REV_OTH_PI_I_14,REV_OTH_PI_DIV_14,REV_OTH_PI_R_14,REV_OTH_GS_14,REV_OTH_GS_MKT_14,REV_OTH_GS_FEE_14,REV_OTH_GS_NMKT_14,REV_OTH_FEE_14,REV_OTH_VT_14,REV_OTH_OTH_14
2007-05-01,2007,Q2,2006/07,Q4,May,316.109069171442,228.31461244,52.652323319,31.276972656,3.78949677,17.585853893,147.963930815,82.575594157,89.574170135,-6.998575978,58.865758748,0.029296859,6.493281051,27.44571267,27.290597878,0.155114792,0,0.252645636,70.6602393194417,41.11292358,29.5473157394417,0,17.134217412,0.439794517,0,0,0.439794517,1.42839736,0,1.42839736,0,0.127543037,14.99501704,0.143465458
2007-06-01,2007,Q2,2006/07,Q4,June,407.163672762842,326.001699833,155.514455719,40.000810189,89.420997921,26.092647609,142.662493232,73.840575082,80.841330061,-7.000754979,63.77463154,0.028362344,5.018924266,26.669835402,26.425336175,0.244499227,0,1.15491548,75.8159036098417,46.2685878704,29.5473157394417,0,5.34606932,2.366760285,0,1.96,0.406760285,2.794010718,0,2.742071618,0.0519391,0.096237535,0,0.089060782
2007-07-01,2007,Q3,2007/08,Q1,July,264.753767110991,218.735478171,47.778046,28.357228,8.474757,10.946061,142.610423266,71.039441107,78.109209107,-7.069768,67.323126533,0.039182,4.208673626,27.065692874,26.888065874,0.177627,0,1.281316031,44.1291212239909,41.9566271040829,2.172494119908,0,1.889167716,0.137155,0,0,0.137155,1.183656,0,1.183656,0,0.114493,0,0.453863716
2007-08-01,2007,Q3,2007/08,Q1,August,260.076296151261,224.635160223,45.429637,30.797999,1.577609,13.054029,148.222034673,78.861376156,87.601429156,-8.740053,64.227444337,0.086179,5.04703518,29.635792,29.258026,0.377766,0,1.34769655,32.5119059642615,23.0879130497356,9.42399291452582,0,2.929229964,0.422127072,0,0,0.422127072,2.201305319,0,2.201305319,0,0.144443401,0,0.161354172
2007-09-01,2007,Q3,2007/08,Q1,September,264.550973611496,225.84392,46.106987,30.013687,4.834005,11.259295,150.578811,83.491627,90.939911,-7.448284,61.979527,0.089222,5.018435,28.217446,27.828128,0.389318,0,0.940676,25.9428467564956,15.9558124911076,9.98703426538797,0,12.764206855,0.504687,0,0,0.504687,2.930533269,0,2.916846853,0.013686416,0.092461,9.07834590600001,0.15817968
2007-10-01,2007,Q4,2007/08,Q2,October,297.916897035767,245.664953411,54.378826017,35.495833419,3.554423182,15.328569416,155.276407896,83.541254039,92.668165879,-9.12691184,66.477520851,0.075394919,5.182238087,33.525896532,33.183127867,0.342768665,0,2.483822966,48.4431933347675,25.0307422611357,23.4124510736318,0,3.80875029,0.319773,0,0,0.319773,3.27862029,0,3.185051057,0.093569233,0.126224,0,0.084133
2007-11-01,2007,Q4,2007/08,Q2,November,269.832273806319,240.977459698,39.146975782,30.332884475,1.802392984,7.011698323,163.539917908,88.811351761,93.801975921,-4.99062416,69.82686476,0.087029444,4.814671943,36.568488402,36.356015501,0.212472901,0,1.722077606,23.5221085573192,18.2236121956096,5.29849636170963,0,5.332705551,0.167682,0,0,0.167682,4.721101605,0,4.573071496,0.148030109,0.122842,0,0.321079946
2007-12-01,2007,Q4,2007/08,Q2,December,541.153256327397,343.050066692,168.107298304,48.73779849,90.609839893,28.759659921,142.898505171,85.105201331,98.955386996,-13.850185665,53.278276296,0.089510808,4.425516736,31.057479071,30.655961338,0.401517733,0,0.986784146,182.655986970397,173.109875703659,9.54611126673783,0,15.447202665,0.378081169,0,0,0.378081169,2.06664569,0,2.060409913,0.006235777,0.132272151,12.680226655,0.189977
2008-01-01,2008,Q1,2007/08,Q3,January,340.989004709481,244.68823456,60.303823445,36.455072083,4.765011612,19.08373975,158.173298832,78.415801426,92.460059426,-14.044258,74.085731814,0.11242462,5.559340972,25.225866283,24.806713283,0.419153,0,0.985246,93.846176313481,76.247664978593,17.5985113348879,0,2.454593836,0.095618,0,0,0.095618,2.08703639,0,2.07785439,0.009182,0.096612,0,0.175327446
2008-02-01,2008,Q1,2007/08,Q3,February,301.342695537211,252.825441,57.080022,37.297216,3.562657,16.220149,169.102276,86.838113,92.560759,-5.722646,76.35058,0.084945,5.828638,25.207866,24.766249,0.441617,0,1.435277,44.7347396432114,26.083914803871,18.6508248393404,0,3.782514894,0.605355,0,0,0.605355,2.789804894,0,2.773405894,0.016399,0.162574,0,0.224781
2008-03-01,2008,Q1,2007/08,Q3,March,365.108341398837,253.746878526,57.536050844,36.611418087,6.554075528,14.370557229,165.48801385,91.206206691,96.787340435,-5.581133744,68.268973552,0.060397998,5.952435609,29.395136538,28.926396477,0.468740061,0,1.327677294,99.6012374148373,38.5133938880826,61.0878435267547,0,11.760225458,0.259351113,0,0,0.259351113,1.823336046,0,1.823336046,0,0.1106108,9.47215513200001,0.094772367
2008-04-01,2008,Q2,2007/08,Q4,April,302.597255773056,263.460865919,55.706475,38.838249,2.038211,14.830015,172.495084173,100.946774699,108.043624011,-7.096849312,65.253012493,0.093609,6.201687981,33.362212235,32.986153272,0.376058963,0,1.897094511,33.513944288056,20.31737789708,13.196566390976,0,5.622445566,0.398807134,0,0,0.398807134,4.555434916,0,4.531921976,0.02351294,0.226205056,0,0.44199846
2008-05-01,2008,Q2,2007/08,Q4,May,267.559294797128,273.844476344,68.750378388,44.90614241,3.377074033,20.467161945,170.529204413,95.294670593,101.956906743,-6.66223615,68.963563187,0.069811562,6.201159071,33.14029288,32.90156433,0.23872855,0,1.424600663,14.1268972352278,5.2103292171926,8.9165680180352,0,-20.4120787821,0.361517231,0,0,0.361517231,2.579141724,0,2.566058718,0.013083006,0.1270476,-23.7417511371,0.2619658
2008-06-01,2008,Q2,2007/08,Q4,June,509.535849397352,373.628026905,160.872930122,53.531546391,82.148074279,25.193309452,177.225006289,96.05843855,101.253643562,-5.195205012,74.846599334,0.078802178,6.241166227,34.353385447,34.126512536,0.226872911,0,1.176705047,95.5593529122515,11.4901555233135,84.069197388938,0,40.3484695801,0.255477618,0,0,0.255477618,1.9748055,0,1.9748055,0,0.137724857,37.2517276651,0.72873394
2008-07-01,2008,Q3,2008/09,Q1,July,274.607267848326,252.594668171,55.089687119,32.424012871,4.376209709,18.289464539,164.415435793,84.778322255,91.554034279,-6.775712024,72.70034073,0.09910231,6.837670498,31.337781916,31.22995591,0.107826006,0,1.751763343,18.7020062173261,5.33434535596998,13.3676608613561,0,3.31059346,0.574238263,0,0,0.574238263,2.517823376,0,2.517823376,0,0.137251589,0,0.0812802319999998
2008-08-01,2008,Q3,2008/09,Q1,August,289.004210190074,246.082640174,48.478868273,35.859501194,1.696165847,10.923201232,164.179078446,88.674811116,96.992951796,-8.31814068,69.12707674,0.081608704,6.295581886,32.110198324,32.009418701,0.100779623,0,1.314495131,38.9503491380741,26.2929882143495,12.6573609237246,0,3.971220878,1.611079486,0,1.376621587,0.234457899,1.933867314,0,1.933867314,0,0.117139078,0,0.309135
2008-09-01,2008,Q3,2008/09,Q1,September,320.035968805236,261.949267893,57.381647864,36.939334054,3.904828722,16.537485088,172.143801522,95.085900495,99.661608495,-4.575708,71.204755836,0.03216222,5.820982971,30.838758273,30.684589091,0.154169182,0,1.585060234,43.4802672382358,18.2064834075372,25.2737838306987,0,14.606433674,1.439211114,0,1.177967213,0.261243901,3.240766793,0,3.240766793,0,0.162331485,9.472155132,0.29196915
2008-10-01,2008,Q4,2008/09,Q2,October,330.007333807857,289.634933428,71.207002818,47.811397116,8.098218179,15.297387523,180.73265883,104.336385416,109.262368116,-4.9259827,69.752175775,0.120000144,6.524097495,37.971141947,37.826614151,0.144527796,0,-0.275870167,37.187849665857,25.4553845147263,11.7324651511307,0,3.184550714,0.240187562,0,0,0.240187562,2.706781082,0,2.706781082,0,0.16427037,0,0.0733116999999997
2008-11-01,2008,Q4,2008/09,Q2,November,349.501825751622,279.171441872,58.782403143,40.94175454,3.111475414,14.729173189,183.304286321,102.537917514,111.905139514,-9.367222,74.624697538,0.079895325,6.061775944,35.669619497,35.478096344,0.191523153,0,1.415132911,62.9713828636225,8.99241439596648,53.978968467656,0,7.359001016,1.200924822,0.072754469,0.98,0.148170353,2.13684894,0,2.13684894,0,0.19266433,3.769012808,0.0595501159999999
2008-12-01,2008,Q4,2008/09,Q2,December,609.294045971627,390.449506507,162.343191618,52.909995979,87.911207327,21.521988312,184.350182291,106.233139478,116.339390478,-10.106251,71.859758643,0.086483358,6.170800812,43.461508125,43.432310144,0.029197981,0,0.294624473,172.129496406627,122.038870672868,50.0906257337584,0,46.715043058,40.211644257,0,40,0.211644257,3.475871129,0,3.475871129,0,0.183567768,2.34290900400001,0.5010509
2009-01-01,2009,Q1,2008/09,Q3,January,314.183832139593,292.638740308,65.105620082,44.210411792,5.239037549,15.656170741,193.012426957,99.454180923,105.494652089,-6.040471166,86.096222065,0.091419653,7.370604316,32.575487726,32.454431608,0.121056118,0,1.945205543,18.5184512155926,9.40935496805228,9.10909624754032,0,3.026640616,0.348423963,0,0,0.348423963,2.296648252,0,2.296648252,0,0.140377501,0,0.2411909
2009-02-01,2009,Q1,2008/09,Q3,February,363.806647351506,310.101446915,78.123289132,44.58286956,3.01507375,30.525345822,192.317860935,110.240013492,120.951653483,-10.711639991,74.483411343,0.083455248,7.510980852,37.902750791,37.814437987,0.088312804,0,1.757546057,46.6757910625062,31.286120438984,15.3896706235222,0,7.029409374,0.342997985,0,0,0.342997985,2.254610056,0,2.254610056,0,0.159907118,4.099855225,0.172038990000001
2009-03-01,2009,Q1,2008/09,Q3,March,503.609905864663,323.146083083,87.040094824,56.111643002,9.70712281,21.221329012,198.259497206,100.586284302,109.180833189,-8.594548887,89.926013974,0.091652008,7.655546922,36.069919208,35.969876992,0.100042216,0,1.776571845,174.436305717663,151.502855737874,22.9334499797888,0,6.027517064,0.027925927,0,0,0.027925927,2.208522636,0,2.208522636,0,0.18587586,3.497090433,0.108102208
2009-04-01,2009,Q2,2008/09,Q4,April,316.011374615486,293.040652938,80.90803699,54.684197865,6.630452362,19.593386763,174.891659398,91.170592239,103.967331214,-12.796738975,77.196442379,0.091087809,6.433536971,34.817749337,34.777394086,0.040355251,0,2.423207213,16.3543835324863,9.9067816375323,6.44760189495402,0,6.616338145,0.741119718,0,0.4488,0.292319718,3.036399684,0,3.036399684,0,0.284635508,1.856318485,0.69786475
2009-05-01,2009,Q2,2008/09,Q4,May,364.243902813868,305.755766432,83.852021586,52.277758862,6.420273181,25.153989543,185.496394242,95.10457136,103.123673373,-8.019102013,83.63424186,0.091236354,6.666344668,34.404731358,34.363791782,0.040939576,0,2.002619246,49.9950543598685,23.978079940087,26.0169744197815,0,8.493082022,3.596447841,0,3.349122129,0.247325712,4.434595477,0,4.434595477,0,0.192792741,0.123533468000005,0.145712495
2009-06-01,2009,Q2,2008/09,Q4,June,637.113657241616,417.753179721,179.542805679,56.957002296,89.84865311,32.737150273,197.854315681,109.473055368,121.151531975,-11.678476607,80.739074356,0.119889727,7.52229623,38.65383778,38.636037557,0.017800223,0,1.702220581,205.407668293616,98.4506711047447,106.956997188871,0,13.952809227,1.617495272,0,1.47,0.147495272,8.536793858,0,8.536793858,0,0.302610856,3.287943301,0.20796594
2009-07-01,2009,Q3,2009/10,Q1,July,404.472117527493,327.061445641,82.25159503,45.671421136,6.357460277,30.222713617,205.184516934,107.729576778,116.453520449,-8.723943671,88.518934501,0.118952262,8.817053393,37.83754092,37.814584794,0.022956126,0,1.787792757,72.8717454974934,39.2923228434871,33.5794226540063,0,4.53892638900001,0.271929,0,0,0.271929,2.915243764,0,2.915243764,0,0.301668516,0.524904000000006,0.525181109
2009-08-01,2009,Q3,2009/10,Q1,August,358.738413638712,324.842331682,83.612857885,56.627132987,4.885287608,22.10043729,206.533436839,114.250532532,120.933672842,-6.68314031,83.04294129,0.139300228,9.100662789,32.637205364,32.617652853,0.019552511,0,2.058831594,30.0266341357123,19.6601456847238,10.3664884509885,0,3.869447821,0.165240034,0,0,0.165240034,2.501958095,0,2.501958095,0,0.247563226,0,0.954686466
2009-09-01,2009,Q3,2009/10,Q1,September,425.51848358649,324.290799691,81.635567166,51.185218279,7.396301748,23.054047139,205.410147273,115.162898289,122.867035502,-7.704137213,82.682812049,0.154579596,7.409857339,35.312464704,35.302254189,0.010210515,0,1.932620548,90.5391157414899,41.5342794375657,49.0048363039242,0,10.688568154,0.157957255,0,0,0.157957255,3.361496663,0,3.361496663,0,0.251660753,6.735568128,0.181885355
2009-10-01,2009,Q4,2009/10,Q2,October,334.35831000776,305.738492223,72.952235614,50.308298576,4.19414546,18.449791578,195.417247836,105.660915155,113.347774646,-7.686859491,81.23191637,0.116541493,8.407874818,35.376888377,35.366467854,0.010420523,0,1.992120396,25.1656201967603,11.5526285474278,13.6129916493325,0,3.454197588,0.519217296,0,0,0.519217296,2.489354527,0,2.489354527,0,0.284948535,0,0.16067723
2009-11-01,2009,Q4,2009/10,Q2,November,341.667623360317,304.563714207,80.22450381,45.924839428,4.964068091,29.335596291,188.604190243,100.646385045,108.350536415,-7.70415137,80.443478395,0.133317175,7.381009628,32.559027905,32.554251701,0.004776204,0,3.175992249,33.3415652293171,23.2427334048765,10.0988318244406,0,3.762343924,0.309994925,0,0,0.309994925,3.034588879,0,3.034588879,0,0.17739587,0,0.24036425
2009-12-01,2009,Q4,2009/10,Q2,December,625.451155892023,486.601772641,233.126856598,61.050001974,147.945704191,24.131150433,211.321202232,114.632812856,122.355512493,-7.722699637,87.922349304,0.144452568,8.621587504,39.948818196,39.937980374,0.010837822,0,2.204895615,129.712873524023,99.0344448673621,30.6784286566608,0,9.136509727,0.36159,0,0,0.36159,5.581055723,0,5.581055723,0,0.165926,2.867813004,0.160125
2010-01-01,2010,Q1,2009/10,Q3,January,379.924697070713,349.263016514,92.634922298,47.443969819,16.876597782,28.314354697,225.362875786,123.950153371,131.654308527,-7.704155156,92.444316476,0.072197721,8.896208218,29.471950863,29.462282132,0.009668731,0,1.793267567,23.4363482797132,4.77957057472685,18.6567777049863,0,7.225332277,0.25982918,0,0,0.25982918,2.389607838,0,2.385407838,0.0042,0.134537881,4.311167778,0.1301896
2010-02-01,2010,Q1,2009/10,Q3,February,427.704820412862,310.615286077,85.29571526,52.642751296,4.751670044,27.90129392,182.704534643,101.442597921,109.14673525,-7.704137329,73.150966609,0.070134411,8.040835702,40.840010735,40.834025079,0.005985656,0,1.775025439,112.533595179862,38.5845666248601,73.9490285550016,0,4.555939156,0.525156272,0,0,0.525156272,2.806469936,0,2.806469936,0,0.173640718,0.524904,0.52576823
2010-03-01,2010,Q1,2009/10,Q3,March,386.303782089783,338.00323974,92.624996984,66.287945805,8.503678464,17.833372715,212.242585979,116.444546113,124.148720271,-7.704174158,86.389734717,0.189495486,9.218809663,31.056406589,31.052211083,0.004195506,0,2.079250188,37.9389528487834,22.6371407264822,15.3018121223012,0,10.361589501,3.891240969,0,3.43,0.461240969,3.219969409,0,3.219969409,0,0.227803614,2.736455778,0.286119731
2010-04-01,2010,Q2,2009/10,Q4,April,485.035358386866,351.196177366,97.578528623,59.461403637,15.343623037,22.773501949,218.302647253,117.443358092,125.14754337,-7.704185278,92.338203843,0.317102601,8.203982717,33.396796914,33.384171612,0.012625302,0,1.918204576,130.140003842866,113.861716766569,16.2782870762969,0,3.699177178,0.326283567,0,0,0.326283567,2.918103631,0,2.918103631,0,0.171737035,0,0.283052945
2010-05-01,2010,Q2,2009/10,Q4,May,443.441103189454,346.645602882,99.631352004,58.744761058,4.762499527,36.124091419,210.272191999,111.138695702,120.829635466,-9.690939764,90.127229509,0.177860157,8.828406631,34.481909945,34.477854239,0.004055706,0,2.260148934,90.8052367184545,24.0643814224691,66.7408552959854,0,5.990263589,2.323496021,0,1.96,0.363496021,2.897619817,0,2.897619817,0,0.225024326,0,0.544123425
2010-06-01,2010,Q2,2009/10,Q4,June,570.586696076441,436.863420936,199.633487884,62.572092287,89.397715292,47.663680305,196.751941778,100.713834043,119.57448826,-18.860654217,86.825793514,0.235341019,8.976973202,37.966009775,37.95952202,0.006487755,0,2.511981499,87.0964617794412,29.0940839525328,58.0023778269084,0,46.626813361,6.169778662,0.00020316,5.832437102,0.3371384,11.725520823,0,11.725520823,0,0.224799419,28.124836607,0.38187785
2010-07-01,2010,Q3,2010/11,Q1,July,472.899302049525,429.211987780444,152.876787852,47.687863031,33.53406685,71.654857971,230.145249314444,133.381296224021,142.439895430021,-9.058599206,87.073547272423,0.358229759,9.332176059,43.800727378,43.788560322,0.012167056,0,2.389223236,34.7446749760805,7.09919870609573,27.6454762699848,0,8.942639293,0.186967101,0,0,0.186967101,7.019850501,0,7.019850501,0,0.296140241,0,1.43968145
2010-08-01,2010,Q3,2010/11,Q1,August,746.321238177361,637.451636147,368.122066561,57.371205299,6.13051091800004,304.620350344,226.601827729,126.90903923,135.965399131,-9.056359901,90.843472234,0.33485423,8.514462035,40.28651835,40.225322404,0.061195946,0,2.441223507,103.464675259361,79.8869272751052,23.5777479842561,0,5.404926771,0.480020619,0,0,0.480020619,4.227701298,0,4.227701298,0,0.313010434,0,0.38419442
2010-09-01,2010,Q3,2010/11,Q1,September,526.811831458371,386.917781494,115.79573652,77.960871118,10.174130646,27.660734756,226.367369377,122.886029003,131.941779987,-9.055750984,94.416807723,0.352549476,8.711983175,42.921965997,42.881394032,0.040571965,0,1.8327096,132.985844995371,116.696540865588,16.2893041297831,0,6.908204969,0.136186671,0,0,0.136186671,5.498876147,0,5.498876147,0,0.221875261,0,1.05126689
2010-10-01,2010,Q4,2010/11,Q2,October,520.864205889035,357.474284868,90.365688591,61.895542367,7.150267218,21.319879006,229.433719184,115.731234703,124.78745235,-9.056217647,102.951584217,0.429809134,10.32109113,35.374812888,35.26688045,0.107932438,0,2.300064205,147.425281146035,103.074224022869,44.3510571231659,0,15.964639875,4.109316405,0,3.92,0.189316405,5.43204412,0,5.43204412,0,0.274441149,5.743807401,0.405030799999999
2010-11-01,2010,Q4,2010/11,Q2,November,452.270075070238,380.423237083,96.42542227,67.928381724,5.194991322,23.302049224,235.175513124,125.411331533,134.468869366,-9.057537833,100.148017018,0.329173174,9.286991399,45.608862171,45.288676033,0.320186138,0,3.213439518,66.7180715682383,28.5434273895866,38.1746441786517,0,5.128766419,0.488382691,0,0,0.488382691,4.169881014,0,4.169881014,0,0.332117555,0.047655859,0.0907292999999993
2010-12-01,2010,Q4,2010/11,Q2,December,691.141234754731,545.154938024,254.753068246,74.05808625,157.488036325,23.206945671,234.772187638,118.766993848,148.950864033,-30.183870185,105.255648923,0.365356336,10.384188531,52.775807714,51.57626279,1.199544924,0,2.853874426,139.845908309731,86.4599138917475,53.3859944179836,0,6.140388421,0.578902897,0,0,0.578902897,4.600456004,0,4.600456004,0,0.29882287,0.524904,0.13730265
2011-01-01,2011,Q1,2010/11,Q3,January,465.485080427795,447.822765102,138.9381121,72.792840067,13.922635013,52.22263702,262.490024147,140.046754418,153.875663376,-13.828908958,109.418025774,0.426852878,12.598391077,44.104802135,42.584947652,1.519854483,0,2.28982672,12.2035097527945,6.94345648746249,5.260053265332,0,5.458805573,0.149267064,0,0,0.149267064,4.105401189,0,4.105401189,0,0.26989457,0.524904000000001,0.40933875
2011-02-01,2011,Q1,2010/11,Q3,February,408.645061317008,371.752084446,90.929464793,52.092022605,19.772123059,19.065319129,233.590263179,127.506172407,141.077338018,-13.571165611,93.401696014,0.530285053,12.152109705,43.919414294,42.672196932,1.247217362,0,3.31294218,32.2920984000078,15.7375588235079,16.5545395764998,0,4.600878471,1.037413664,0,0,1.037413664,2.642396669,0,2.642396669,0,0.261781916,0.533036357,0.126249865
2011-03-01,2011,Q1,2010/11,Q3,March,447.573319515818,412.347025918,124.974786027,88.163764383,10.42004012,26.390981524,240.613855383,125.327812081,138.859016776,-13.531204695,104.933969858,0.540983802,9.811089642,43.998257313,42.717112565,1.281144748,0,2.760127195,24.4964300238182,15.4881614527158,9.00826857110241,0,10.729863574,2.57889,0,2.572,0.00689,4.694947526,0,4.694947526,0,0.554669775,2.736455778,0.164900495
2011-04-01,2011,Q2,2010/11,Q4,April,1388.86695063909,1337.448644095,1044.139188166,68.594206561,20.938168452,954.606813153,242.380572538,138.932069281,147.989825509,-9.057756228,94.428124165,0.3406306,8.679748492,48.476712495,47.650774239,0.825938256,0,2.452170896,46.7788075900892,17.9181705307826,28.8606370593066,0,4.639498954,1.008935011,0,0,1.008935011,3.396913773,0,3.396913773,0,0.606781779,0,-0.373131609
2011-05-01,2011,Q2,2010/11,Q4,May,515.961029944751,425.209601374,112.967515688,73.682123585,4.976637869,34.308754234,260.495619748,142.722276745,151.779566745,-9.05729,104.059823602,0.460432388,13.253087013,48.667207556,47.820122562,0.847084994,0,3.079258382,84.5711654907513,18.7849459116793,65.786219579072,0,6.18026308,1.480692,0.738196,0.738196,0.0043,3.114339095,0,3.114339095,0,0.522462039,-0.676258667999996,1.739028614
2011-06-01,2011,Q2,2010/11,Q4,June,655.633899923763,575.695356569,262.748213559,83.417443794,129.885208072,49.445561693,259.817699657,149.570840873,158.626562761,-9.055721888,98.578135856,0.325375663,11.343347265,50.180541706,49.713973244,0.466568462,0,2.948901647,64.9755969947629,18.8376979070202,46.1378990877427,0,14.96294636,7.758846198,0.46352459,2.42352459,4.871797018,6.366344343,0,6.366344343,0,0.398258536,0.0787897969999981,0.360707486
2011-07-01,2011,Q3,2011/12,Q1,July,496.871205134367,402.145892862,92.727533379,55.131482793,9.335463843,28.260586743,254.01881428,142.035313077,159.328615317,-17.29330224,101.532144348,0.406957965,10.04439889,52.859264365,52.718556045,0.14070832,0,2.540280838,89.2626068703668,33.8158900229129,55.4467168474539,0,5.462705402,0.217726617,0,0,0.217726617,3.907358492,0,3.907358492,0,0.359355442,0.524903999999999,0.453360851
2011-08-01,2011,Q3,2011/12,Q1,August,534.967535659584,485.320682134,142.644712979,88.855675081,6.555808224,47.233229674,286.196234311,162.846756119,167.921787213,-5.075031094,112.211336452,0.473347092,10.664794648,53.724323987,53.724323987,0,0,2.755410857,43.5048064805837,21.96938688178,21.5354195988036,0,6.142047045,0.815864823,0,0,0.815864823,3.414635193,0,3.414635193,0,0.311129593,0.524903999999999,1.075513436
2011-09-01,2011,Q3,2011/12,Q1,September,628.594762385558,466.374990233,125.967019194,73.028372123,14.230700181,38.70794689,283.596610238,158.540385361,169.724552022,-11.184166661,114.039248132,0.367955307,10.649021438,53.856910643,53.729320456,0.127590187,0,2.954450158,157.726310555558,120.09345053063,37.632860024928,0,4.493461597,0.375622421,0,0,0.375622421,3.097756444,0,3.097756444,0,0.322594003,0,0.697488729
2011-10-01,2011,Q4,2011/12,Q2,October,521.729347365048,450.314210761,112.287686249,78.298083889,6.894040892,27.095561468,283.978521278,168.01118533,183.469395867,-15.458210537,102.472250904,0.570129818,12.924955226,51.292499863,51.268782082,0.023717781,0,2.755503371,57.4943059050481,31.5033297096924,25.9909761953557,0,13.920830699,4.323736675,0,3.92,0.403736675,3.193546062,0,3.193546062,0,0.469914126,5.079233556,0.85440028
2011-11-01,2011,Q4,2011/12,Q2,November,662.049889057433,462.383425592,115.45567929,77.923183131,7.302276236,30.230219923,294.069543675,150.891033585,163.340536172,-12.449502587,133.948186028,0.475481918,8.754842144,50.378219218,50.241584389,0.136634829,0,2.479983409,194.031426921433,88.1659479137179,105.865479007716,0,5.635036544,1.063512419,0,0,1.063512419,3.540724125,0,3.540724125,0,0.329735235,0,0.701064765
2011-12-01,2011,Q4,2011/12,Q2,December,901.930732459584,660.964252328,330.731644512,83.548941848,220.083037247,27.099665417,284.134293164,130.339143968,147.478269733,-17.139125765,145.067704856,0.44638442,8.28105992,42.640502421,42.640502421,0,0,3.457812231,232.679388814584,173.917733514512,58.7616553000714,0,8.287091317,0.962087545,0,0.393280436,0.568807109,6.380931641,0,6.380931641,0,0.250999597,0,0.693072534
2012-01-01,2012,Q1,2011/12,Q3,January,547.148141959883,510.259603921,136.9704695,89.0590282,14.189380444,33.722060856,325.916050632,157.061515801,166.136316831,-9.07480103,159.447035406,0.423756732,8.983742693,45.180453833,45.037937393,0.14251644,0,2.192629956,28.2348192088833,5.29859282142395,22.9362263874593,0,8.65371883,1.600960113,0.023435694,1.2,0.377524419,5.742214431,0,5.742214431,0,0.217888947,0,1.092655339
2012-02-01,2012,Q1,2011/12,Q3,February,856.399424378408,793.935959449,448.069208758,84.413820476,11.180172431,352.475215851,301.41854256,148.302152199,169.28027932,-20.978127121,143.389102531,0.44497233,9.2823155,42.26337244,42.26337244,0,0,2.184835691,49.4908404934083,36.0856139328368,13.4052265605716,0,12.972624436,1.194223184,0,0,1.194223184,10.674010561,0,10.674010561,0,0.289191311,0,0.815199380000001
2012-03-01,2012,Q1,2011/12,Q3,March,633.739447630029,560.309859397,215.112056481,86.834372128,20.247481382,108.030202971,295.371318082,156.123354651,173.29926761,-17.175912959,128.718391209,0.536855869,9.992716353,48.064291649,48.049648125,0.014643524,0,1.762193185,64.6543782620288,23.7000938285045,40.9542844335244,0,8.775209971,0.43517509,0,0,0.43517509,6.915214003,0,6.910558604,0.004655399,0.408041736,0,1.016779142
2012-04-01,2012,Q2,2011/12,Q4,April,527.899819578019,483.83845026,137.227593936,91.880032867,13.108786476,32.238774593,287.908596033,182.287904695,197.219539343,-14.931634648,96.182604566,0.450706049,8.987380723,54.230144601,54.230144601,0,0,4.47211569,33.5634851850193,16.2816982212342,17.2817869637852,0,10.497884133,3.005530838,0.009506704,1.65,1.346024134,6.019505496,0,6.019105497,0.000399999,0.498544973,0,0.974302825999999
2012-05-01,2012,Q2,2011/12,Q4,May,559.104946873484,499.635643723,131.020322238,81.112627988,6.354491074,43.553203176,301.422469271,182.823768552,196.551924235,-13.728155683,108.374465993,0.350525021,9.873709705,63.915202817,63.915202817,0,0,3.277649397,50.1964064234841,5.14018527305527,45.0562211504288,0,9.272896727,0.45047437,0,0,0.45047437,6.545918229,0,6.545918229,0,0.334224891,0.524903999999999,1.417375237
2012-06-01,2012,Q2,2011/12,Q4,June,893.003757231138,752.791917273,390.63390187,106.847706991,224.445780086,59.3404147930001,294.520739997,182.09447006,196.092785334,-13.998315274,100.589434108,0.444522533,11.392313296,65.070022207,65.069897903,0.000124304,0,2.567253199,128.414400493138,20.0067746429172,108.40762585022,0,11.797439465,3.353961065,0.013140283,2.929043084,0.411777698,6.740917274,0,6.740917274,0,0.40178807,0,1.300773056
2012-07-01,2012,Q3,2012/13,Q1,July,552.526537417593,523.858411641,161.066664773,73.25083309,18.596971699,69.218859984,290.389623812,175.824004346,190.882004346,-15.058,104.434375876,0.419542161,9.711701429,65.719574714,65.719574714,0,0,6.682548342,16.2268347875927,1.92325329281239,14.3035814947803,0,12.441290989,0.65639842,0,0,0.65639842,9.50264426,0,9.50264426,0,0.322104303,0.524904,1.435240006
