Date,Year,Quarter,FY,QFY,Month,EXP_AGRO,EXP_MID,EXP_SPD,EXP_MAN,EXP_TOD,EXP_NECLW,EXP_PSD,EXP_SED,EXP_ITIS,EXP_SUD,EXP_DIT,EXP_HCD,EXP_TTD,EXP_PST,EXP_CMC,EXP_GOS,EXP_DPI,EXP_RBD,EXP_LGOV,EXP_I,EXP_I_DOM,EXP_I_EXT,EXP_CEN_TOT,EXP_LGP_TOT,EXP_I_TOT,EXP
2014-12-01,2014,Q4,2014/15,Q2,December,105.260776916755,231.237076467505,31.1693755939865,102.083677729615,50.2259432937246,96.0445586496046,60.5332183652996,63.715801883804,41.1842690122747,5.393506066,3.17379147155913,1.823980074,2.112252293,90.6015955743762,32.597939401,19.448359248,,,,93.5181968202996,84.3519696887691,9.16622713153047,820.070964229504,116.535157811,93.5181968202996,1030.1243188608
2015-01-01,2015,Q1,2014/15,Q3,January,135.1530645643,140.177520157249,25.8077916114612,238.530903179917,108.943943942235,39.3190702205038,73.4474293676137,68.4594018405755,46.6491096059186,3.374272084,1.307805083,4.199257186,1.060585182,103.379888209717,66.8046426486667,25.521332432,,,,103.383992295545,93.7367250762551,9.64726721929005,773.194785960158,308.941231355,103.383992295545,1185.5200096107
2015-02-01,2015,Q1,2014/15,Q3,February,51.274989109,177.577599190604,64.5720564032799,107.378565719392,89.5188396715428,14.2411080886916,101.437438138,46.108207807634,27.9310488424309,5.981601487,2.461358851,2.184649848,2.246831109,68.2088187844358,27.4252883856667,30.748548303,,,,96.1842307463401,88.740814097523,7.44341664881715,716.868726822677,102.428222916,96.1842307463401,915.481180485017
2015-03-01,2015,Q1,2014/15,Q3,March,69.8789526993,113.183856459775,21.2158194497491,116.717612915,44.9243305785927,24.0585965022338,60.914396642,51.0969506655824,28.8797019418218,5.3742291955181,2.0400914587,7.664443635,0.77214612,91.7738533117568,19.9222854576667,22.843832923,,,,106.452120568192,92.5484320959481,13.9036884722438,552.762957001697,128.498142954,106.452120568192,787.713220523889
2015-04-01,2015,Q2,2014/15,Q4,April,178.776631818646,136.174268778789,20.7321216721685,187.421690378722,121.376206051432,35.7883352962286,76.780368825,68.488305609378,15.7528053859405,6.176181795,64.2396685885597,3.696756014,0.776836152,101.189103899657,80.7251698676667,23.149926896,,,,121.868401995756,102.806551955032,19.061850040724,851.898631418188,269.345745611,121.868401995756,1243.11277902494
2015-05-01,2015,Q2,2014/15,Q4,May,101.450570004,249.099215528504,27.3853315548432,109.928967897034,61.5070573180586,36.948892757941,109.206146056,58.2973427256401,31.807741475547,12.967259942,1.827774135,17.186215956,1.064312871,80.778830259359,35.9010616286667,28.386178159,,,,102.176806730484,95.1527772440071,7.02402948647691,844.211509981593,119.531388287,102.176806730484,1065.91970499908
2015-06-01,2015,Q2,2014/15,Q4,June,162.3785740142,324.281780575388,93.44337805649,160.302234174452,51.1397940170892,40.0292727240965,95.996039946,81.6630210346899,18.516176006874,6.021497959,22.3651775681,6.211937744,1.823938038,135.188780639963,98.2194319186667,49.926055033,,,,105.092102367026,95.4947064705593,9.59739589646688,1190.72693256701,157.005156883,105.092102367026,1452.82419181704
2015-07-01,2015,Q3,2015/16,Q1,July,105.929168735921,184.933387791458,7.8853274646659,166.654932877631,131.156204092953,68.5338266425243,57.877207349,72.9978252278676,20.0377123109415,5.04646609407862,8.260159283,12.445516533,1.066272049,123.694508283254,63.9342271593763,58.37261662,,,,142.405851373147,129.78649651,12.6193548631465,849.557341790172,239.2680167245,142.405851373147,1231.23120988782
2015-08-01,2015,Q3,2015/16,Q1,August,155.751813934951,199.939488670001,25.424559372856,112.869040166678,59.534696738384,36.1931869983979,82.231947997,42.501716181702,70.9999172601695,11.000591211,3.40809639,4.737559282,1.436243832,48.8270000511911,55.0005808963763,22.106702116,,,,91.3777899877348,83.064254348,8.31353563973477,804.834733874707,127.092077224,91.3777899877348,1023.30460108644
2015-09-01,2015,Q3,2015/16,Q1,September,95.9802239249048,83.2541869070057,30.9865989296017,192.444246619172,73.7834718204687,18.4162201024322,64.5786489762937,44.5384929968289,9.4711976182097,3.96994472,73.2598180570451,2.13704484,13.744392287574,39.3899636698806,72.5513675783763,20.378534216,,,,155.610714451675,125.369699334,30.2410151176746,658.939502188794,179.944851075,155.610714451675,994.495067715469
2015-10-01,2015,Q4,2015/16,Q2,October,202.524111634783,283.946962950385,18.7309347908365,172.376950084642,98.6525480802001,61.3681141609733,82.606592495,83.2997752212739,34.7752829991314,4.629436556,2.379330017,4.13627238649124,1.023462401,219.193134449451,98.5296292223763,42.372922694,,,,90.3002781917664,80.135009007,10.1652691847664,1168.81938256439,241.726077579151,90.3002781917664,1500.84573833531
2015-11-01,2015,Q4,2015/16,Q2,November,67.304087826,146.981036585842,44.6388331191257,142.871568813638,84.7287632089607,101.521418815934,144.017711413,100.336186211072,44.5914800353392,5.956862673,6.283633974,3.759938617,1.20136586,75.7457753546012,51.0651561103763,28.70731648,,,,131.408839047846,123.093601072,8.31523797584591,894.065890949502,155.645244148388,131.408839047846,1181.11997414574
2015-12-01,2015,Q4,2015/16,Q2,December,336.733613667224,117.187536840097,33.3164470343316,122.60706679533,139.908763844884,43.8212079281244,65.34852404,47.5556808710439,90.5575744796122,8.257484726,1.294601177,1.986308841,0.703213822,68.280933476279,135.836117711376,41.571410253,,,,132.2561698181,115.891579606,16.3645902121001,1122.4041945113,132.558906996,132.2561698181,1387.2192713254
2016-01-01,2016,Q1,2015/16,Q3,January,144.828285364,156.496937911535,27.3919473917945,247.759295030833,128.096118693841,18.133964197,86.770926439,55.0532214742233,13.0534836487079,2.555242926,0.577745682,6.52748063849124,2.080595452,215.634170701886,53.172269692413,46.546815968,,,,185.357454860389,148.312799589,37.0446552713889,807.698904834747,396.979596376978,185.357454860389,1390.03595607211
2016-02-01,2016,Q1,2015/16,Q3,February,116.186827368,119.848671275356,33.611635167978,137.715164548905,76.5939711436418,102.482900876799,112.141266816,43.331884306426,38.2015146597597,5.906151318,2.506490053,4.698250101,0.801376951,64.5876340270821,108.717970623413,27.023381902,,,,128.296254997419,102.119400793,26.1768542044188,842.712296405361,151.642794733,128.296254997419,1122.65134613578
2016-03-01,2016,Q1,2015/16,Q3,March,76.531329041681,108.034394146479,17.7552232611285,113.182338665134,50.0762992799555,18.279522433102,69.106248022,47.5846568503194,33.5979507377515,4.888814516821,1.814589095,3.204816842,0.776853861,46.913983323182,59.728119698413,13.702900207,,,,168.221380245969,154.267893865,13.953486380969,530.436472619967,134.741567361,168.221380245969,833.399420226936
2016-04-01,2016,Q2,2015/16,Q4,April,130.362504744,235.265312025493,13.4251845010602,266.60975592556,74.914361741368,23.7775756303664,85.079262353,94.8431840670622,20.0732833520459,10.500699855,32.829728531625,3.24891060449124,3.189696936,149.996467650298,79.716873178413,24.68528973,,,,116.067508616034,92.799239016,23.2682696000341,977.642412337717,270.874828488066,116.067508616034,1364.58474944182
2016-05-01,2016,Q2,2015/16,Q4,May,79.938609863,142.646481342896,76.7747913811015,165.363817965213,66.353688383425,69.97864279892,127.792916764,63.2929243885517,98.71718698189,8.517043991,4.189048311,19.612254375,1.242209931,115.769048255932,55.714983722413,32.915146497,,,,148.647036750876,137.487351717,11.1596850338755,987.469327111343,141.349467841,148.647036750876,1277.46583170322
2016-06-01,2016,Q2,2015/16,Q4,June,153.185703189749,294.672535215169,71.6283545655844,161.992453569491,89.8308775859324,34.5165858652353,183.6669361,86.8744337436556,40.0287907630768,11.663974999,16.906316569,6.448880238,2.503761012,120.94285562883,73.039334806413,58.385545969,,,,191.764729980353,177.372792875,14.3919371053526,1216.54555417114,189.741785649,191.764729980353,1598.05206980049
2022-07-01,2022,Q3,2022/23,Q1,July,46.3436826064828,1.03581484753974,93.7563818436667,0.174355223666667,0.389730646333333,2.24860302838291,121.773488510826,13.9944459179515,124.931883267834,0.899141082,0.15771811,378.347117208908,0.582337826333333,4.227128737,1.710363103,326.355983646833,58.0974059073504,35.3184417055,0,643.8119917823,451.544043742,192.2679480403,1026.62332507238,322.049911900035,643.8119917823,1992.48522875471
2022-08-01,2022,Q3,2022/23,Q1,August,51.9409747705777,2.9709901089371,2.45024234266667,4.63013403466667,15.8601903713333,12.9291186388979,93.2356155288842,111.709924334352,271.611031743682,10.997212197,2.640046802,556.852143950875,1.72341819533333,18.59391065,4.519331002,782.743770143833,132.221673848924,36.7697056235,0,218.663042508577,172.878968525,45.7840739835774,2018.98681496176,322.049911900035,218.663042508577,2559.69976937037
2022-09-01,2022,Q3,2022/23,Q1,September,74.5620913231612,0.00328855866666667,2.46947509666667,0.740369238666667,0.679933666333333,14.7394554656326,61.7888292254261,140.164123356744,126.237746961394,4.584947867,4.453073012,752.316923801757,47.4768491073333,11.910715738,1.22847927,390.500108040833,69.3458855176667,37.4439035915,0,644.482130621422,488.417399407,156.064731214422,1394.66374139131,322.049911900035,644.482130621422,2361.19578391277
2022-10-01,2022,Q4,2022/23,Q2,October,70.0075955242654,2.45432136336862,609.083623246,108.964467436333,1.77866742966667,22.883056253495,247.630853772823,144.398243541638,485.469102786238,10.190489638,9.53921533,758.602730148354,27.9739903551168,17.716528034,7.769035058,996.410165967327,81.7615404051446,37.3037692745,0,349.275783309803,307.607459804,41.6683235058028,3525.37316803379,428.080641226625,349.275783309803,4302.72959257022
2022-11-01,2022,Q4,2022/23,Q2,November,137.977282422022,4.791612551,7.740232235,1.09246875633333,18.9127679226667,23.316230438,154.347869336333,42.1665640790616,437.470559750603,11.495574936,4.467096529,732.650880074152,1.88771043766667,20.147133323,6.402769467,413.721466767833,141.329771879,40.3508570905,0.55151105,657.271394473805,617.659671279,39.611723194805,1892.06123748383,428.080641226625,657.271394473805,2977.41327318426
2022-12-01,2022,Q4,2022/23,Q2,December,86.3650601982352,9.7518838767808,-221.741375552,301.183440176333,5.05191712066667,54.5158963554891,53.4695438950484,49.4539645848611,472.893463340246,10.785318749,7.365256082,770.498436973696,3.89868767466667,12.292773177,1.706500488,420.94228064564,97.020411498,38.5709932565,1.424880703,343.085106990391,242.239103851,100.846003139391,1653.5131566786,428.080641226625,343.085106990391,2424.67890489561
2023-01-01,2023,Q1,2022/23,Q3,January,48.2210092956797,3.719729391,21.002240656,9.22800680516667,17.0990055355,20.8300222337075,65.336373849,15.2878060717855,546.26746096814,5.285540068,4.360019069,505.349839650806,1.53702792966667,18.674113674,4.73649988333333,890.8570416785,131.593833103833,42.171171878501,0.001298,641.530723838316,448.202271495,193.328452343316,1991.8903910604,567.280499804072,641.530723838316,3200.70161470279
2023-02-01,2023,Q1,2022/23,Q3,February,122.444314195421,3.445987844,106.142708532,16.8719480331667,2.9807756795,21.7383309986667,26.1145211519826,113.453398935252,286.584356132069,5.248441306,18.001350159,593.73995298055,28.5931321366667,19.437729288,7.09794153233333,373.3770328095,91.5506800975501,44.602206163501,2.454680523,243.547325674237,178.1401870615,65.4071386127367,1615.39770936249,567.280499804072,243.547325674237,2426.22553484079
2023-03-01,2023,Q1,2022/23,Q3,March,246.949426302088,13.1547736990563,11.715088636,9.57399483416667,4.2973013475,69.4441094622207,262.857966778,33.3423748082903,278.825249671887,12.814722613,1.375412616,691.030043751756,45.2170203699896,15.086276316,2.28870596833333,296.2616515285,107.443189736737,43.066576723501,3.047581825,752.047796679316,561.1494585545,190.898338124816,1649.78650390733,567.280499804072,752.047796679316,2969.11480039072
2023-04-01,2023,Q2,2022/23,Q4,April,63.9954851890493,2.870365464,18.224203847,1.90194120116667,16.5056625965,13.0508086702145,35.461160347,27.3480891109752,228.933052036224,11.282311045,5.766810786,448.97946991599,0.874520070666667,12.933396402,4.17250423833333,880.5789821295,88.1009775598333,46.6659807206675,10.169406585,360.127255779523,320.44294768,39.6843080995229,1644.14050901516,586.03136979413,360.127255779523,2590.29913458881
2023-05-01,2023,Q2,2022/23,Q4,May,161.011138658394,7.90048286001759,9.528104656,10.6373216351667,7.9968489915,39.8906586844596,544.573821663785,110.387491471781,558.172652036081,2.228531735,11.116588673,734.815175629693,25.9364360296667,23.679159981,8.61671156433333,552.2091317945,141.927092412833,51.1106793486675,-9.797312539,581.41770179738,542.207586252,39.2101155453797,2683.59023201792,586.03136979413,581.41770179738,3851.03930360943
2023-06-01,2023,Q2,2022/23,Q4,June,213.817069180313,18.417299289,170.363294615,41.8721644481667,14.3445550395,87.5084843481974,151.126448061962,82.9098298794988,484.296143484329,22.254203755,20.103994928,846.445219100762,83.0746549076667,34.360169273,9.73513603433333,1081.38966779779,172.734572915833,75.2909344996675,51.150580185,476.472521965931,380.84367777,95.6288441959306,3043.17092244729,586.03136979413,476.472521965931,4105.67481420735
2023-07-01,2023,Q3,2023/24,Q1,July,88.8101370976922,2.79300035911328,23.2345012836667,0.289898155,0.632594032,10.3102628123914,36.3629381300875,55.5429032836868,276.521513524593,0.73087323,0.963973685,444.132772119276,0.664478198333333,7.466228851,1.8910141756667,364.536173866244,75.7948977059017,127.059277324659,0,644.292358977469,449.242862813,195.049496164469,1198.44025029654,432.099404880264,644.292358977469,2274.83201415427
2023-08-01,2023,Q3,2023/24,Q1,August,59.3068357860172,1.098047022,4.85148521866667,1.379203095,12.562621002,10.2997251584544,10.3525761320875,34.6484515032476,191.077417033486,266.486623737262,6.756499946,562.606400718657,6.68985296362916,18.031976643,2.6961080576667,482.703626793,253.179615429352,128.827626892659,0,442.896623932142,414.672407953,28.2242159791421,1757.52639307089,432.099404880264,442.896623932142,2632.5224218833
2023-09-01,2023,Q3,2023/24,Q1,September,78.1441110605729,3.21442997572806,4.88275072166667,8.923433983,3.299946109,7.7137568541706,8.22000772908753,62.8362961349137,153.312731441012,41.5576691327188,18.2003871576768,562.54857088507,40.8013031933333,15.215838555,1.6308581716667,377.840424364,97.4640642352678,127.994063247659,0.315399537,530.766576394395,399.324387401339,131.442188993056,1303.89466013884,432.099404880264,530.766576394395,2266.7606414135
2023-10-01,2023,Q4,2023/24,Q2,October,140.644101822247,0.869851594,173.619069022667,9.746916875,22.801271279,31.048673036033,139.192641559088,56.6072985007846,704.805490688498,3.600704856,6.351215948,781.27320375434,71.6306161803333,19.252343998,2.6934685476667,1488.647924702,109.110637969333,169.066301686355,0,279.598228355556,249.769855535443,29.8283728201135,3449.48718600238,551.858826600137,279.598228355556,4280.94424095807
2023-11-01,2023,Q4,2023/24,Q2,November,106.684264523825,10.5315099970902,9.34962725366667,1.566843994,10.530670398,45.1245629258919,145.131522971546,141.187205469463,656.347595094449,2.135469227,23.005894923,661.705155103419,6.78462637699169,18.141490854,5.9976381526667,476.490314613,192.284622149333,170.956473269355,3.81030396,761.10473483127,727.507821548164,33.5969132831061,2236.5681230458,551.858826600137,761.10473483127,3549.53168447721
2023-12-01,2023,Q4,2023/24,Q2,December,145.675053949694,5.427237861,10.9150098356667,23.823667787,4.444434155,68.96436274614,14.1205466200875,96.5643144301573,268.904731014547,21.1452556896785,18.0186284746177,701.676763116152,42.2005148671201,19.505572864,2.3840722136667,782.90155001453,102.090067573246,171.438218668355,1.542304419,408.33705285399,214.569269250393,193.767783603597,2091.34877375491,551.858826600137,408.33705285399,3051.54465320904
2024-01-01,2024,Q1,2023/24,Q3,January,80.941035177397,15.3530183062187,28.9792407581667,0.900333563333333,9.97969717483333,11.0936413384186,38.9243347650875,111.321063208844,374.251399925611,1.159286172,6.918977631,576.6285578065,90.1401512003333,15.712536537,2.58373828850003,496.684800435667,108.806296925167,125.324528004515,8.67491287,707.4688093213,455.655399238464,251.813410082835,1721.48716680608,493.32223756011,707.4688093213,2922.27821368749
2024-02-01,2024,Q1,2023/24,Q3,February,71.991457105218,4.48002466893104,4.51869923216667,1.31792395033333,2.52200374283333,13.4548131167206,47.5380960696968,61.5076131865756,255.785985204512,3.521788887,10.3371296433534,588.745130925285,5.61220807833333,19.093477823,1.86750624850003,567.091574332667,250.697684946543,128.202246352515,1.892394752,438.916328617845,399.283209462,39.6331191558449,1670.2400323406,493.32223756011,438.916328617845,2602.47859851856
2024-03-01,2024,Q1,2023/24,Q3,March,91.4805761532907,1.882346845,5.68546481016667,23.7679634193333,5.56706468983333,31.143609486138,331.017058913088,40.4248118607415,236.259892495074,5.548116318,28.7964923770381,815.843181684711,97.3256874643765,18.542826501,8.94993984350003,683.366818215667,125.682931601167,127.100573507515,0.093863999,505.852942935403,356.602294965,149.250647970403,2280.55355572418,493.32223756011,505.852942935403,3279.72873621969
2024-04-01,2024,Q2,2023/24,Q4,April,80.834467161891,4.429258517,22.5124267751667,1.41829550533333,20.5232565938333,52.2015617086909,306.36436082728,24.9913700400545,304.068910531652,11.9214126767873,48.7723720027295,543.694503626711,3.04089530833333,18.362541954,2.39460653183333,1184.92054871317,123.48468311955,37.6160644237826,2.543271238,277.724508938119,213.21941746,64.505091478119,2630.45443039775,331.12304797771,277.724508938119,3239.30198731358
2024-05-01,2024,Q2,2023/24,Q4,May,146.107972645299,22.903017389,28.5749443081667,23.8001520953333,13.7043033258333,34.2965085043112,20.0815284396667,114.056150365752,642.035096502842,20.307316934,30.9675257847733,731.220045944052,85.5319634263333,24.536355798,5.64745447483333,725.154815064697,257.910764047167,43.0270960007826,4.996642779,749.682627682833,686.743500827099,62.9391268557344,2776.0495586992,331.12304797771,749.682627682833,3856.85523435974
2024-06-01,2024,Q2,2023/24,Q4,June,163.759054142268,18.1456759846721,161.797015600167,7.96955013833333,36.9927795388333,63.6125879874596,75.4319375091321,31.7279811808715,459.527967884382,92.2886125276403,24.872803573,862.082298280196,642.952541420333,33.721824489,4.79374409583333,876.666556663667,270.617395631167,49.6109881007826,2.140881113,475.104394442972,310.779454398099,164.324940044873,3096.41991114884,331.12304797771,475.104394442972,3902.64735356952
2024-07-01,2024,Q3,2024/25,Q1,July,47.6889877994129,0.553643025127923,335.044918418176,0.470871505304833,111.956471276502,274.014753784218,36.7971094523662,82.8654899959083,178.327312595177,115.227241012974,1.10354040810257,662.012624679302,24.4564602912709,9.19172078645171,31.1524260038947,389.247783299569,46.8925804327534,160.476219907838,0,925.414030297347,693.444726923,231.969303374347,2170.79476774491,676.894594983166,925.414030297347,3773.10339302542
2024-08-01,2024,Q3,2024/25,Q1,August,57.0551018114129,1.092235667,137.592863689,0.763750689,9.23666350156387,29.0874668917141,1223.53655748574,433.241169385214,319.881987630118,1.647339901,69.6702443822609,845.484783688164,39.605084679,21.288305918,3.42477188319656,461.712884576667,365.632416144,161.488545514451,0,611.707622298968,571.335916377,40.3717059219683,2628.21753014188,676.894594983166,611.707622298968,3916.81974742402
2024-09-01,2024,Q3,2024/25,Q1,September,62.1551806824129,1.187973407,5.552205015,102.972976832,2.67704603456388,41.4478635265512,10.8947741517417,7.01198209344417,138.688700694387,0.538684166,3.713449914,690.852183484658,77.718460326,14.795221483,5.21050885219656,473.155842837667,103.269968248,160.035438466451,0,541.637969310505,408.93328106,132.704688250505,1379.476338595,676.894594983166,541.637969310505,2598.00890288867
2024-10-01,2024,Q4,2024/25,Q2,October,76.1879293010498,8.6430987112008,77.899878642,2.993785575,15.650244633,31.5767404771126,102.169314498643,43.8903665179997,443.035896756475,4.623954582,6.447797763,745.819169664565,2.46602819,19.070347543,2.6303981336667,1058.68461772567,151.792613752,132.15955074926,7.84107248,276.08884273605,250.070963642,26.0178790940505,2752.78797079343,511.231915882202,276.08884273605,3540.10872941168
2024-11-01,2024,Q4,2024/25,Q2,November,114.96171719805,4.093611658,9.086823521,1.003867821,7.973042453,112.40850947035,39.2260261156431,31.1484006367634,389.097338569311,19.173336878,117.675721329132,770.048915129006,23.93012145,17.803534576,5.6126402136667,632.623514407667,140.609289292,130.44734075826,0.383214204,1181.4196215909,1143.723852816,37.6957687749039,2189.00132765178,511.231915882202,1181.4196215909,3881.65286512489
2024-12-01,2024,Q4,2024/25,Q2,December,75.9723050870498,6.934946835,11.633788795,1.667216075,5.059565439,80.9818306656714,11.3197159806431,15.2910522997301,227.913319133491,16.239763209,17.5045034174851,616.564867158759,6.729996238,14.2322859,8.4246178366667,583.693034573667,103.13615862,130.18216092626,6.756189314,318.767938282716,134.025242022,184.742696260716,1525.38594814463,511.231915882202,318.767938282716,2355.38580230955
2025-01-01,2025,Q1,2024/25,Q3,January,63.131639520544,3.182904769,56.959787326,12.718438067,3.523515665,57.7822983718599,589.863873239643,53.4597284150716,159.55932919841,17.377008251,30.580462795,630.103739723067,5.487038582,13.846819316,6.4155155086667,1028.636216494,150.330193355,124.940563070356,0.740045592,1345.06754783017,1109.643763888,235.423783942169,2880.97915101839,570.954219340225,1345.06754783017,4797.00091818879
2025-02-01,2025,Q1,2024/25,Q3,February,62.016442814544,2.88438548934004,6.337742807,3.632091427,8.381094796,29.738150469659,45.4230242856431,6.23073902175422,161.62594724406,4.811064776,8.363169692,862.356956767754,42.511173886,17.428208203,5.2884961376667,486.947649924,107.627970122,123.957900136356,0.404757273,828.749671366489,771.505610229,57.2440611374891,1524.47107055425,570.954219340225,828.749671366489,2924.17496126097
2025-03-01,2025,Q1,2024/25,Q3,March,209.789329685544,7.53579293430635,9.551471626,4.495192218,14.361486983,87.1648891896824,16.3906558076431,592.844084997944,248.714014211913,14.365937184,6.551918501,691.285493848294,11.351141586,15.117152573,1.6463852386667,533.887798551,108.286505565,124.519462439356,2.69009042,468.181521438394,350.236949178,117.944572260394,2234.31746843288,570.954219340225,468.181521438394,3273.4532092115
